Ensemble,Actifs en %,Actifs ayant un emploi en %,Chômeurs en %,Inactifs en %,"Élèves, étudiants et stagiaires non rémunérés en %",Retraités ou préretraités en %,Autres inactifs en %,code_insee,Ville,Année
13 482,"76,2","65,9","10,3","23,8","11,8","5,2","6,9",94003,arcueil,2010
14 491,"75,8","65,2","10,6","24,2","12,8","4,5","7,0",94003,arcueil,2015
14 764,"75,8","67,0","8,8","24,2","13,0","3,0","8,3",94003,arcueil,2021
18 503,"74,7","66,8","7,9","25,3","14,6","5,5","5,2",94016,cachan,2010
20 492,"70,2","61,4","8,8","29,8","21,6","3,4","4,7",94016,cachan,2015
20 641,"71,7","62,7","8,9","28,3","19,9","2,9","5,5",94016,cachan,2021
50 115,"74,6","64,0","10,6","25,4","10,5","5,9","8,9",94017,champigny-sur-marne,2010
50 130,"74,6","63,7","10,9","25,4","11,0","5,0","9,4",94017,champigny-sur-marne,2015
50 797,"73,8","64,0","9,8","26,2","12,3","3,7","10,3",94017,champigny-sur-marne,2021
19 899,"78,7","71,8","6,9","21,3","11,0","5,3","5,0",94018,charenton-le-pont,2010
20 439,"79,2","70,8","8,4","20,8","12,2","3,4","5,2",94018,charenton-le-pont,2015
19 347,"79,2","72,4","6,8","20,8","12,8","2,8","5,2",94018,charenton-le-pont,2021
12 440,"75,8","67,3","8,5","24,2","11,4","6,2","6,7",94021,chevilly-larue,2010
12 631,"75,9","67,9","8,0","24,1","11,7","4,8","7,6",94021,chevilly-larue,2015
13 145,"75,1","67,1","8,0","24,9","11,5","4,3","9,1",94021,chevilly-larue,2021
27 528,"76,9","66,4","10,5","23,1","9,1","5,6","8,4",94022,choisy-le-roi,2010
29 323,"78,4","66,4","12,0","21,6","9,8","4,1","7,7",94022,choisy-le-roi,2015
30 879,"75,9","65,1","10,9","24,1","11,1","3,4","9,6",94022,choisy-le-roi,2021
60 710,"73,3","63,6","9,7","26,7","12,5","5,3","8,8",94028,creteil,2010
59 754,"74,6","63,2","11,4","25,4","12,0","4,5","8,9",94028,creteil,2015
61 069,"75,0","64,9","10,1","25,0","13,1","3,1","8,8",94028,creteil,2021
35 058,"77,5","68,6","8,8","22,5","10,6","5,9","6,1",94033,fontenay-sous-bois,2010
35 140,"78,1","67,3","10,9","21,9","11,0","4,3","6,5",94033,fontenay-sous-bois,2015
33 467,"78,5","69,8","8,6","21,5","11,5","3,4","6,6",94033,fontenay-sous-bois,2021
18 769,"68,7","63,2","5,4","31,3","9,7","4,8","16,9",94034,fresnes,2010
18 583,"70,4","63,5","6,8","29,6","8,9","3,5","17,3",94034,fresnes,2015
19 738,"68,7","61,8","6,9","31,3","8,9","2,9","19,4",94034,fresnes,2021
19 366,"75,5","68,3","7,2","24,5","10,5","7,5","6,6",94038,l-hay-les-roses,2010
19 305,"75,6","66,2","9,3","24,4","12,1","5,2","7,2",94038,l-hay-les-roses,2015
19 307,"74,8","66,2","8,6","25,2","12,2","3,6","9,4",94038,l-hay-les-roses,2021
40 018,"74,5","63,4","11,1","25,5","11,9","5,4","8,1",94041,ivry-sur-seine,2010
41 087,"74,5","61,8","12,7","25,5","12,4","3,5","9,5",94041,ivry-sur-seine,2015
44 966,"72,8","62,1","10,7","27,2","14,3","2,7","10,2",94041,ivry-sur-seine,2021
11 786,"77,2","68,9","8,3","22,8","10,5","6,9","5,4",94042,joinville-le-pont,2010
12 432,"77,5","68,3","9,2","22,5","11,1","4,8","6,6",94042,joinville-le-pont,2015
13 335,"76,9","69,1","7,9","23,1","12,0","3,9","7,2",94042,joinville-le-pont,2021
18 351,"77,2","67,9","9,4","22,8","12,2","4,4","6,2",94043,le-kremlin-bicetre,2010
17 812,"76,9","66,3","10,6","23,1","13,2","3,6","6,3",94043,le-kremlin-bicetre,2015
17 180,"76,4","66,5","9,9","23,6","13,9","3,1","6,6",94043,le-kremlin-bicetre,2021
13 192,"78,1","70,1","8,0","21,9","10,0","6,2","5,7",94044,limeil-brevannes,2010
16 306,"80,5","71,3","9,1","19,5","9,4","3,7","6,4",94044,limeil-brevannes,2015
17 958,"78,4","70,5","8,0","21,6","10,3","2,8","8,5",94044,limeil-brevannes,2021
36 392,"77,6","70,6","7,0","22,4","10,5","6,7","5,2",94046,maisons-alfort,2010
36 804,"78,9","70,8","8,1","21,1","11,9","4,5","4,7",94046,maisons-alfort,2015
38 944,"80,1","72,8","7,3","19,9","11,8","3,7","4,4",94046,maisons-alfort,2021
21 268,"79,2","71,8","7,4","20,8","10,1","5,7","5,0",94052,nogent-sur-marne,2010
20 272,"80,0","72,3","7,7","20,0","11,2","4,4","4,5",94052,nogent-sur-marne,2015
21 630,"80,1","72,8","7,3","19,9","11,5","3,0","5,5",94052,nogent-sur-marne,2021
14 002,"73,4","60,6","12,8","26,6","10,2","6,3","10,1",94054,orly,2010
14 733,"74,2","60,6","13,6","25,8","11,2","4,5","10,1",94054,orly,2015
15 656,"73,8","62,3","11,5","26,2","11,2","3,9","11,1",94054,orly,2021
21 550,"78,0","71,5","6,5","22,0","10,8","6,3","4,9",94058,le-perreux-sur-marne,2010
22 063,"79,0","71,4","7,6","21,0","11,2","5,0","4,8",94058,le-perreux-sur-marne,2015
22 051,"80,2","73,5","6,7","19,8","10,7","3,8","5,3",94058,le-perreux-sur-marne,2021
12 798,"76,9","71,1","5,7","23,1","9,7","6,9","6,5",94059,le-plessis-trevise,2010
12 709,"77,0","70,1","6,9","23,0","10,8","6,2","6,0",94059,le-plessis-trevise,2015
12 674,"78,0","70,1","7,8","22,0","11,0","4,3","6,8",94059,le-plessis-trevise,2021
14 821,"78,4","71,7","6,7","21,6","11,3","3,8","6,4",94067,saint-mande,2010
14 427,"78,6","70,8","7,8","21,4","12,3","3,2","5,9",94067,saint-mande,2015
13 422,"80,2","73,3","6,9","19,8","10,6","3,4","5,8",94067,saint-mande,2021
48 708,"76,0","69,8","6,2","24,0","11,6","6,6","5,8",94068,saint-maur-des-fosses,2010
47 760,"76,6","69,7","6,8","23,4","13,5","5,1","4,9",94068,saint-maur-des-fosses,2015
47 434,"78,2","72,2","6,0","21,8","12,8","4,1","4,8",94068,saint-maur-des-fosses,2021
16 888,"73,4","67,5","5,9","26,6","12,3","8,5","5,8",94071,sucy-en-brie,2010
16 635,"74,7","67,0","7,8","25,3","12,5","6,8","5,9",94071,sucy-en-brie,2015
17 167,"75,7","68,3","7,4","24,3","12,9","5,2","6,2",94071,sucy-en-brie,2021
20 097,"74,9","67,3","7,6","25,1","10,5","6,7","7,9",94073,thiais,2010
19 180,"74,7","65,3","9,3","25,3","11,1","6,2","8,0",94073,thiais,2015
20 559,"77,5","68,8","8,6","22,5","10,4","4,3","7,8",94073,thiais,2021
38 089,"72,9","63,1","9,7","27,1","12,7","5,5","8,9",94076,villejuif,2010
38 578,"73,4","62,1","11,2","26,6","13,6","4,1","9,0",94076,villejuif,2015
39 338,"73,4","62,7","10,6","26,6","14,2","3,5","8,8",94076,villejuif,2021
11 898,"73,9","65,0","8,9","26,1","10,2","7,2","8,7",94077,villeneuve-le-roi,2010
13 294,"75,9","66,2","9,6","24,1","10,8","5,3","8,0",94077,villeneuve-le-roi,2015
13 316,"75,9","66,0","9,9","24,1","11,0","4,4","8,7",94077,villeneuve-le-roi,2021
21 587,"74,8","63,5","11,4","25,2","10,2","5,2","9,8",94078,villeneuve-saint-georges,2010
21 722,"73,3","60,1","13,1","26,7","10,2","3,7","12,8",94078,villeneuve-saint-georges,2015
23 386,"69,6","58,9","10,7","30,4","11,8","3,1","15,6",94078,villeneuve-saint-georges,2021
17 997,"73,7","66,6","7,0","26,3","12,3","5,8","8,3",94079,villiers-sur-marne,2010
19 111,"73,7","65,9","7,8","26,3","11,6","5,5","9,2",94079,villiers-sur-marne,2015
20 574,"75,3","68,3","7,0","24,7","11,2","4,4","9,1",94079,villiers-sur-marne,2021
33 717,"82,0","75,2","6,8","18,0","9,0","4,9","4,1",94080,vincennes,2010
33 482,"82,9","75,0","7,9","17,1","9,9","3,3","3,8",94080,vincennes,2015
33 065,"83,9","77,3","6,5","16,1","10,2","2,5","3,4",94080,vincennes,2021
57 268,"72,8","61,8","11,0","27,2","11,3","6,0","10,0",94081,vitry-sur-seine,2010
60 643,"74,1","60,8","13,3","25,9","11,6","4,5","9,9",94081,vitry-sur-seine,2015
63 685,"72,1","61,4","10,7","27,9","12,7","3,6","11,5",94081,vitry-sur-seine,2021
68 760,"73,5","61,9","11,5","26,5","9,9","6,2","10,5",95018,argenteuil,2010
71 932,"75,0","61,2","13,8","25,0","9,8","4,4","10,8",95018,argenteuil,2015
69 932,"73,4","62,3","11,1","26,6","10,4","3,8","12,5",95018,argenteuil,2021
18 676,"76,2","65,7","10,5","23,8","9,3","5,7","8,9",95063,bezons,2010
18 822,"75,8","63,7","12,1","24,2","9,8","5,3","9,1",95063,bezons,2015
21 144,"78,2","68,1","10,1","21,8","9,7","3,1","9,0",95063,bezons,2021
41 653,"72,4","62,7","9,7","27,6","16,2","4,2","7,2",95127,cergy,2010
44 043,"70,9","59,2","11,7","29,1","16,2","3,9","8,9",95127,cergy,2015
46 367,"70,8","60,0","10,8","29,2","16,2","2,7","10,3",95127,cergy,2021
15 458,"76,8","70,0","6,8","23,2","10,6","7,1","5,4",95176,cormeilles-en-parisis,2010
15 503,"78,5","70,9","7,6","21,5","10,8","5,8","4,9",95176,cormeilles-en-parisis,2015
17 184,"78,8","72,4","6,4","21,2","11,4","4,8","5,0",95176,cormeilles-en-parisis,2021
14 518,"77,8","70,1","7,8","22,2","10,0","6,0","6,1",95197,deuil-la-barre,2010
14 687,"77,9","70,2","7,6","22,1","11,2","5,4","5,5",95197,deuil-la-barre,2015
14 869,"77,8","70,5","7,2","22,2","11,8","4,0","6,5",95197,deuil-la-barre,2021
15 290,"77,0","69,9","7,1","23,0","10,9","6,8","5,3",95203,eaubonne,2010
15 332,"78,1","69,9","8,2","21,9","11,0","5,3","5,7",95203,eaubonne,2015
16 056,"78,4","71,6","6,8","21,6","11,0","4,2","6,4",95203,eaubonne,2021
18 091,"75,5","68,3","7,2","24,5","10,8","6,9","6,8",95219,ermont,2010
18 650,"75,6","66,9","8,8","24,4","10,5","5,4","8,5",95219,ermont,2015
18 262,"77,2","68,8","8,4","22,8","10,2","4,4","8,2",95219,ermont,2021
22 034,"76,9","68,9","8,0","23,1","8,8","7,3","7,1",95252,franconville,2010
23 071,"78,8","68,7","10,1","21,2","9,4","5,4","6,4",95252,franconville,2015
24 099,"79,0","69,6","9,4","21,0","9,2","4,6","7,2",95252,franconville,2021
26 278,"63,9","50,6","13,4","36,1","14,1","4,5","17,5",95268,garges-les-gonesse,2010
27 708,"65,6","51,0","14,6","34,4","12,9","3,2","18,4",95268,garges-les-gonesse,2015
27 698,"65,2","53,6","11,6","34,8","13,1","2,5","19,2",95268,garges-les-gonesse,2021
17 347,"72,5","61,5","11,0","27,5","10,9","5,3","11,3",95277,gonesse,2010
17 093,"72,0","59,4","12,6","28,0","11,1","4,5","12,4",95277,gonesse,2015
16 893,"71,0","60,7","10,3","29,0","11,3","4,4","13,3",95277,gonesse,2021
20 504,"70,9","59,4","11,5","29,1","11,8","5,5","11,9",95280,goussainville,2010
20 319,"70,3","57,5","12,8","29,7","12,5","4,3","12,9",95280,goussainville,2015
19 894,"67,5","57,6","9,9","32,5","13,7","4,1","14,7",95280,goussainville,2021
17 475,"75,4","69,0","6,4","24,6","10,5","7,4","6,8",95306,herblay-sur-seine,2010
18 115,"77,2","69,7","7,5","22,8","10,5","5,9","6,4",95306,herblay-sur-seine,2015
20 335,"76,0","68,6","7,4","24,0","10,9","4,6","8,4",95306,herblay-sur-seine,2021
12 809,"75,0","64,5","10,5","25,0","10,1","5,6","9,2",95424,montigny-les-cormeilles,2010
13 621,"75,4","64,5","11,0","24,6","10,7","4,9","8,9",95424,montigny-les-cormeilles,2015
14 355,"74,5","63,9","10,6","25,5","11,0","4,4","10,1",95424,montigny-les-cormeilles,2021
13 396,"74,6","67,6","7,1","25,4","10,8","7,7","6,9",95428,montmorency,2010
13 147,"76,7","68,4","8,3","23,3","12,0","5,5","5,7",95428,montmorency,2015
13 497,"77,2","69,3","7,9","22,8","12,0","3,7","7,1",95428,montmorency,2021
20 502,"73,9","65,1","8,9","26,1","12,0","5,6","8,5",95500,pontoise,2010
20 498,"72,9","63,8","9,1","27,1","11,7","5,2","10,2",95500,pontoise,2015
20 868,"74,4","65,5","8,9","25,6","12,0","4,0","9,6",95500,pontoise,2021
13 639,"74,4","66,4","8,1","25,6","10,3","7,6","7,7",95555,saint-gratien,2010
13 235,"75,6","64,7","10,9","24,4","11,2","5,8","7,4",95555,saint-gratien,2015
12 817,"77,5","67,3","10,1","22,5","10,1","4,5","7,9",95555,saint-gratien,2021
16 289,"75,1","66,7","8,4","24,9","10,0","6,6","8,3",95572,saint-ouen-l-aumone,2010
16 294,"76,3","66,4","9,9","23,7","8,9","4,9","9,9",95572,saint-ouen-l-aumone,2015
16 321,"76,1","67,6","8,5","23,9","10,0","3,6","10,2",95572,saint-ouen-l-aumone,2021
17 471,"77,1","69,1","7,9","22,9","9,7","6,0","7,2",95582,sannois,2010
17 923,"77,0","67,1","9,9","23,0","10,7","5,3","7,0",95582,sannois,2015
17 415,"76,4","67,8","8,7","23,6","11,0","4,0","8,5",95582,sannois,2021
37 732,"69,8","53,9","15,9","30,2","13,5","4,7","12,0",95585,sarcelles,2010
36 744,"67,6","52,5","15,1","32,4","14,0","3,6","14,9",95585,sarcelles,2015
36 624,"68,7","54,7","14,0","31,3","13,5","3,2","14,6",95585,sarcelles,2021
17 291,"77,2","70,2","7,1","22,8","9,7","6,7","6,3",95607,taverny,2010
16 524,"76,5","68,5","8,0","23,5","10,6","6,7","6,2",95607,taverny,2015
17 207,"76,5","68,5","8,1","23,5","11,8","4,7","6,9",95607,taverny,2021
17 569,"69,4","57,2","12,2","30,6","11,3","5,2","14,1",95680,villiers-le-bel,2010
17 521,"69,1","54,1","15,1","30,9","11,5","4,2","15,2",95680,villiers-le-bel,2015
18 058,"69,2","55,9","13,3","30,8","11,9","3,0","15,9",95680,villiers-le-bel,2021
37 799,"64,0","44,7","19,3","36,0","14,3","4,8","16,9",97101,les-abymes,2010
35 203,"67,9","45,7","22,2","32,1","13,4","4,0","14,7",97101,les-abymes,2015
32 697,"67,4","48,5","18,9","32,6","13,0","3,2","16,4",97101,les-abymes,2021
20 864,"71,8","58,0","13,7","28,2","12,2","4,6","11,4",97103,baie-mahault,2010
21 105,"73,7","59,0","14,6","26,3","11,1","3,7","11,5",97103,baie-mahault,2015
20 384,"74,0","60,3","13,6","26,0","11,0","2,9","12,0",97103,baie-mahault,2021
17 728,"69,4","52,8","16,5","30,6","11,0","7,2","12,5",97113,le-gosier,2010
17 541,"73,3","56,9","16,5","26,7","10,5","4,9","11,3",97113,le-gosier,2015
17 247,"75,1","59,7","15,4","24,9","10,3","3,5","11,1",97113,le-gosier,2021
14 225,"67,2","46,5","20,7","32,8","11,9","6,6","14,2",97117,le-moule,2010
13 961,"70,7","47,6","23,1","29,3","11,2","5,2","12,9",97117,le-moule,2015
13 988,"72,4","50,8","21,6","27,6","10,7","4,0","12,9",97117,le-moule,2021
15 220,"73,2","56,6","16,6","26,8","12,0","5,5","9,3",97118,petit-bourg,2010
15 805,"75,0","56,9","18,1","25,0","11,0","4,2","9,8",97118,petit-bourg,2015
15 434,"73,6","58,7","14,9","26,4","10,6","3,9","12,0",97118,petit-bourg,2021
15 657,"69,2","48,3","20,9","30,8","12,4","6,5","11,8",97128,sainte-anne,2010
15 720,"73,0","49,4","23,6","27,0","10,8","5,4","10,9",97128,sainte-anne,2015
15 171,"72,3","51,3","21,0","27,7","11,1","4,4","12,2",97128,sainte-anne,2021
56 176,"71,1","52,1","19,0","28,9","12,8","5,6","10,5",97209,fort-de-france,2010
52 290,"71,9","52,7","19,2","28,1","11,5","4,6","11,9",97209,fort-de-france,2015
46 318,"70,9","56,0","14,9","29,1","10,9","3,7","14,5",97209,fort-de-france,2021
25 992,"71,7","56,3","15,3","28,3","12,8","5,8","9,6",97213,le-lamentin,2010
26 096,"74,2","58,4","15,9","25,8","11,1","4,1","10,5",97213,le-lamentin,2015
25 579,"75,7","62,6","13,0","24,3","10,1","3,6","10,6",97213,le-lamentin,2021
15 849,"68,7","48,0","20,7","31,3","13,0","6,2","12,1",97222,le-robert,2010
15 219,"72,9","51,2","21,6","27,1","11,8","5,6","9,8",97222,le-robert,2015
13 417,"73,5","55,5","18,0","26,5","10,7","4,8","11,0",97222,le-robert,2021
34 849,"64,0","47,7","16,3","36,0","14,6","3,1","18,2",97302,cayenne,2010
36 895,"68,5","48,3","20,1","31,5","13,4","2,5","15,6",97302,cayenne,2015
40 758,"67,1","47,0","20,1","32,9","13,8","1,9","17,2",97302,cayenne,2021
15 690,"68,5","50,4","18,1","31,5","14,4","2,1","14,9",97304,kourou,2010
16 489,"69,8","49,9","19,9","30,2","16,2","1,6","12,4",97304,kourou,2015
15 833,"68,3","49,7","18,7","31,7","15,9","1,5","14,3",97304,kourou,2021
17 695,"68,0","50,9","17,1","32,0","15,5","2,6","14,0",97307,matoury,2010
20 398,"68,0","46,3","21,7","32,0","14,0","2,6","15,4",97307,matoury,2015
21 756,"64,7","47,1","17,6","35,3","15,2","1,5","18,5",97307,matoury,2021
13 200,"70,0","57,8","12,2","30,0","11,6","3,9","14,5",97309,remire-montjoly,2010
16 271,"74,3","60,4","13,9","25,7","9,8","3,2","12,6",97309,remire-montjoly,2015
18 142,"72,8","59,8","13,0","27,2","10,2","2,1","14,9",97309,remire-montjoly,2021
21 533,"55,2","28,8","26,4","44,8","15,9","1,0","27,9",97311,saint-laurent-du-maroni,2010
23 987,"57,3","29,0","28,3","42,7","16,2","1,0","25,4",97311,saint-laurent-du-maroni,2015
27 909,"61,7","33,5","28,2","38,3","16,0","0,6","21,7",97311,saint-laurent-du-maroni,2021
24 634,"63,5","34,2","29,3","36,5","12,7","4,0","19,7",97407,le-port,2010
23 075,"65,5","33,9","31,6","34,5","12,4","3,3","18,7",97407,le-port,2015
21 459,"64,5","38,5","26,0","35,5","11,1","3,1","21,3",97407,le-port,2021
20 472,"73,1","56,4","16,6","26,9","11,2","4,1","11,7",97408,la-possession,2010
21 596,"73,4","55,0","18,4","26,6","10,6","4,4","11,5",97408,la-possession,2015
23 472,"74,5","59,0","15,5","25,5","9,7","3,6","12,2",97408,la-possession,2021
34 670,"62,4","40,2","22,2","37,6","13,7","3,9","19,9",97409,saint-andre,2010
36 231,"66,3","41,6","24,7","33,7","12,4","3,2","18,2",97409,saint-andre,2015
36 803,"64,3","42,7","21,6","35,7","12,6","3,4","19,7",97409,saint-andre,2021
22 609,"61,1","37,7","23,4","38,9","13,3","4,3","21,3",97410,saint-benoit,2010
24 399,"66,0","39,4","26,6","34,0","12,1","3,8","18,1",97410,saint-benoit,2015
23 212,"62,8","41,9","20,9","37,2","12,1","3,6","21,5",97410,saint-benoit,2021
98 503,"67,5","48,8","18,6","32,5","14,2","5,1","13,2",97411,saint-denis,2010
98 314,"69,5","48,5","20,9","30,5","13,9","4,3","12,3",97411,saint-denis,2015
100 639,"69,2","50,0","19,2","30,8","13,1","3,4","14,3",97411,saint-denis,2021
23 306,"65,0","36,8","28,2","35,0","10,8","5,7","18,5",97412,saint-joseph,2010
24 169,"68,7","38,4","30,3","31,3","9,7","5,2","16,4",97412,saint-joseph,2015
24 640,"68,9","41,2","27,7","31,1","9,7","4,0","17,4",97412,saint-joseph,2021
20 603,"71,3","44,9","26,4","28,7","9,6","4,5","14,6",97413,saint-leu,2010
22 481,"73,5","45,1","28,4","26,5","9,2","4,2","13,1",97413,saint-leu,2015
23 039,"73,9","49,8","24,1","26,1","8,6","3,9","13,6",97413,saint-leu,2021
33 051,"66,1","36,9","29,2","33,9","11,7","4,7","17,5",97414,saint-louis,2010
34 324,"68,8","39,2","29,6","31,2","11,7","3,8","15,7",97414,saint-louis,2015
34 276,"64,7","42,6","22,1","35,3","11,0","3,0","21,3",97414,saint-louis,2021
70 344,"68,2","45,9","22,3","31,8","11,0","4,8","16,1",97415,saint-paul,2010
71 357,"71,4","47,2","24,2","28,6","10,0","4,0","14,6",97415,saint-paul,2015
69 735,"67,6","50,9","16,7","32,4","9,9","3,9","18,6",97415,saint-paul,2021
53 142,"67,7","42,3","25,3","32,3","11,4","4,6","16,4",97416,saint-pierre,2010
56 160,"71,4","45,4","26,0","28,6","10,4","3,8","14,4",97416,saint-pierre,2015
55 548,"69,9","48,6","21,4","30,1","11,0","3,4","15,7",97416,saint-pierre,2021
20 278,"67,6","49,3","18,3","32,4","12,4","4,7","15,3",97418,sainte-marie,2010
22 062,"74,1","53,1","20,9","25,9","10,7","3,4","11,9",97418,sainte-marie,2015
22 625,"72,7","54,4","18,3","27,3","10,7","3,6","13,0",97418,sainte-marie,2021
14 758,"69,0","45,3","23,7","31,0","12,9","4,1","14,0",97420,sainte-suzanne,2010
15 329,"71,6","46,0","25,6","28,4","12,0","3,1","13,2",97420,sainte-suzanne,2015
16 109,"71,2","49,6","21,6","28,8","11,0","2,7","15,1",97420,sainte-suzanne,2021
48 487,"64,6","41,9","22,6","35,4","12,4","6,2","16,9",97422,le-tampon,2010
49 938,"68,8","43,5","25,3","31,2","11,6","4,9","14,7",97422,le-tampon,2015
52 789,"69,9","47,4","22,5","30,1","11,7","3,9","14,5",97422,le-tampon,2021
