Ensemble,Actifs en %,Actifs ayant un emploi en %,Chômeurs en %,Inactifs en %,"Élèves, étudiants et stagiaires non rémunérés en %",Retraités ou préretraités en %,Autres inactifs en %,code_insee,Ville,Année
14 332,"68,4","58,9","9,5","31,6","9,2","11,7","10,7",64122,biarritz,2010
12 846,"72,1","60,0","12,1","27,9","9,6","8,9","9,4",64122,biarritz,2015
13 696,"73,9","64,8","9,2","26,1","9,4","7,0","9,6",64122,biarritz,2021
53 249,"65,3","55,8","9,5","34,7","17,2","6,8","10,7",64445,pau,2010
49 586,"67,8","54,7","13,1","32,2","16,5","5,7","10,0",64445,pau,2015
48 935,"69,1","57,3","11,8","30,9","15,8","4,2","10,9",64445,pau,2021
27 916,"65,6","52,9","12,7","34,4","16,7","8,2","9,5",65440,tarbes,2010
24 689,"65,6","50,9","14,7","34,4","16,0","7,6","10,8",65440,tarbes,2015
28 019,"64,8","51,8","13,0","35,2","16,8","5,4","13,1",65440,tarbes,2021
72 589,"62,9","49,3","13,6","37,1","10,7","8,3","18,0",66136,perpignan,2010
72 694,"62,8","46,5","16,3","37,2","10,7","6,1","20,4",66136,perpignan,2015
71 577,"62,3","47,6","14,7","37,7","11,5","5,1","21,1",66136,perpignan,2021
23 114,"75,1","66,8","8,4","24,9","8,4","7,2","9,3",67180,haguenau,2010
23 478,"75,6","65,1","10,6","24,4","8,6","6,6","9,1",67180,haguenau,2015
23 566,"77,7","69,2","8,5","22,3","8,1","6,0","8,2",67180,haguenau,2021
18 476,"73,5","65,1","8,3","26,5","13,2","7,4","5,9",67218,illkirch-graffenstaden,2010
17 284,"73,8","64,9","9,0","26,2","13,4","6,9","5,9",67218,illkirch-graffenstaden,2015
17 568,"76,3","68,4","7,9","23,7","12,0","5,0","6,8",67218,illkirch-graffenstaden,2021
10 792,"74,0","65,4","8,6","26,0","8,2","10,0","7,8",67267,lingolsheim,2010
11 513,"73,2","63,4","9,8","26,8","9,0","8,9","8,9",67267,lingolsheim,2015
12 585,"75,2","66,3","8,9","24,8","9,5","5,6","9,6",67267,lingolsheim,2021
20 772,"72,9","62,3","10,6","27,1","10,3","6,5","10,3",67447,schiltigheim,2010
20 821,"74,1","60,2","13,9","25,9","9,8","5,5","10,6",67447,schiltigheim,2015
22 408,"75,0","62,7","12,3","25,0","10,1","4,0","11,0",67447,schiltigheim,2021
189 413,"67,5","56,5","11,0","32,5","18,1","5,2","9,2",67482,strasbourg,2010
191 858,"67,5","54,6","12,9","32,5","18,9","4,0","9,6",67482,strasbourg,2015
199 965,"68,2","57,1","11,1","31,8","18,5","3,1","10,2",67482,strasbourg,2021
44 734,"73,9","61,7","12,2","26,1","9,0","7,1","10,0",68066,colmar,2010
45 219,"73,6","59,5","14,1","26,4","9,3","6,4","10,7",68066,colmar,2015
42 737,"75,0","63,5","11,6","25,0","9,5","5,3","10,1",68066,colmar,2021
70 722,"67,3","51,2","16,1","32,7","10,9","6,1","15,7",68224,mulhouse,2010
69 476,"68,3","48,8","19,5","31,7","10,7","4,8","16,2",68224,mulhouse,2015
67 388,"66,8","50,4","16,4","33,2","11,7","4,0","17,5",68224,mulhouse,2021
13 607,"74,5","61,5","13,0","25,5","7,8","5,8","11,9",68297,saint-louis,2010
13 488,"74,5","60,0","14,4","25,5","7,6","5,4","12,5",68297,saint-louis,2015
14 784,"73,6","60,6","12,9","26,4","8,5","4,2","13,7",68297,saint-louis,2021
24 809,"70,2","60,7","9,5","29,8","12,7","6,5","10,6",69029,bron,2010
25 650,"72,6","61,6","11,0","27,4","12,4","4,3","10,6",69029,bron,2015
27 112,"72,8","63,2","9,6","27,2","12,6","3,3","11,3",69029,bron,2021
24 790,"75,6","68,4","7,2","24,4","9,8","8,3","6,3",69034,caluire-et-cuire,2010
25 355,"76,7","68,5","8,2","23,3","11,4","5,2","6,6",69034,caluire-et-cuire,2015
26 169,"79,3","72,0","7,3","20,7","10,7","4,1","5,9",69034,caluire-et-cuire,2021
11 752,"66,9","55,1","11,7","33,1","10,0","7,8","15,4",69091,givors,2010
11 781,"68,8","55,2","13,6","31,2","9,7","6,2","15,3",69091,givors,2015
12 360,"70,4","57,3","13,1","29,6","10,4","5,5","13,7",69091,givors,2021
341 226,"72,3","63,7","8,6","27,7","16,9","4,6","6,2",69123,lyon,2010
358 592,"73,2","63,0","10,2","26,8","17,3","3,5","5,9",69123,lyon,2015
365 824,"74,2","65,7","8,5","25,8","16,9","2,6","6,3",69123,lyon,2021
22 680,"73,8","65,7","8,1","26,2","9,8","8,0","8,4",69149,oullins-pierre-benite,2010
23 511,"76,5","66,4","10,0","23,5","10,4","6,0","7,1",69149,oullins-pierre-benite,2015
24 221,"76,6","67,5","9,1","23,4","10,8","4,6","8,0",69149,oullins-pierre-benite,2021
13 245,"74,4","68,4","6,0","25,6","11,4","7,3","6,8",69202,sainte-foy-les-lyon,2010
12 779,"75,5","68,4","7,1","24,5","12,1","6,1","6,3",69202,sainte-foy-les-lyon,2015
12 296,"77,1","70,0","7,1","22,9","12,4","4,5","6,1",69202,sainte-foy-les-lyon,2021
13 230,"72,0","65,7","6,4","28,0","12,0","8,0","8,0",69204,saint-genis-laval,2010
13 167,"73,8","65,1","8,6","26,2","12,2","6,2","7,9",69204,saint-genis-laval,2015
12 640,"74,4","67,6","6,8","25,6","12,1","5,3","8,1",69204,saint-genis-laval,2021
12 596,"77,9","72,1","5,7","22,1","9,1","6,3","6,7",69244,tassin-la-demi-lune,2010
13 825,"78,3","69,9","8,4","21,7","11,0","4,6","6,0",69244,tassin-la-demi-lune,2015
14 050,"78,1","70,3","7,8","21,9","12,0","3,6","6,3",69244,tassin-la-demi-lune,2021
26 069,"65,8","53,1","12,7","34,2","12,5","6,0","15,8",69256,vaulx-en-velin,2010
29 183,"66,8","51,2","15,7","33,2","11,9","4,6","16,7",69256,vaulx-en-velin,2015
32 329,"67,3","53,6","13,8","32,7","12,8","3,3","16,6",69256,vaulx-en-velin,2021
37 198,"69,6","56,2","13,4","30,4","10,0","6,4","13,9",69259,venissieux,2010
38 792,"68,4","51,3","17,0","31,6","10,3","4,9","16,5",69259,venissieux,2015
41 049,"68,1","54,2","13,8","31,9","11,7","3,5","16,8",69259,venissieux,2021
22 932,"72,0","60,3","11,7","28,0","7,7","6,1","14,2",69264,villefranche-sur-saone,2010
22 670,"72,1","59,0","13,1","27,9","7,5","5,1","15,3",69264,villefranche-sur-saone,2015
22 046,"71,7","60,3","11,4","28,3","8,4","4,3","15,6",69264,villefranche-sur-saone,2021
100 477,"71,2","61,4","9,9","28,8","16,6","5,0","7,2",69266,villeurbanne,2010
102 277,"72,0","60,6","11,4","28,0","17,2","3,8","7,1",69266,villeurbanne,2015
109 086,"72,4","62,8","9,6","27,6","17,4","2,7","7,5",69266,villeurbanne,2021
16 326,"71,0","63,1","7,9","29,0","10,5","8,4","10,2",69275,decines-charpieu,2010
16 887,"75,4","63,4","12,0","24,6","9,3","6,2","9,0",69275,decines-charpieu,2015
18 405,"75,7","65,8","9,9","24,3","9,7","5,0","9,6",69275,decines-charpieu,2021
18 849,"71,2","63,7","7,5","28,8","10,1","9,2","9,6",69282,meyzieu,2010
19 834,"74,3","64,7","9,6","25,7","11,3","5,8","8,6",69282,meyzieu,2015
21 845,"76,7","67,6","9,0","23,3","9,4","4,4","9,6",69282,meyzieu,2021
18 854,"69,7","58,1","11,6","30,3","12,3","6,6","11,4",69286,rillieux-la-pape,2010
18 408,"68,4","55,8","12,6","31,6","12,0","5,7","13,8",69286,rillieux-la-pape,2015
18 711,"69,0","57,8","11,2","31,0","12,0","4,6","14,5",69286,rillieux-la-pape,2021
26 656,"72,9","63,8","9,1","27,1","10,0","7,4","9,6",69290,saint-priest,2010
27 600,"74,2","63,5","10,8","25,8","9,1","6,3","10,3",69290,saint-priest,2015
30 611,"74,9","65,5","9,4","25,1","9,9","4,6","10,6",69290,saint-priest,2021
28 530,"72,5","60,1","12,4","27,5","9,0","8,2","10,3",71076,chalon-sur-saone,2010
28 245,"73,8","58,4","15,4","26,2","8,6","7,0","10,6",71076,chalon-sur-saone,2015
27 142,"74,2","61,9","12,3","25,8","9,1","5,8","11,0",71076,chalon-sur-saone,2021
13 599,"65,0","54,0","11,0","35,0","11,3","10,3","13,3",71153,le-creusot,2010
12 691,"65,8","53,0","12,8","34,2","12,0","10,3","11,9",71153,le-creusot,2015
11 776,"67,4","56,5","10,9","32,6","11,9","7,9","12,9",71153,le-creusot,2021
21 628,"73,0","60,8","12,2","27,0","7,9","8,3","10,9",71270,macon,2010
19 931,"74,3","59,7","14,5","25,7","7,5","7,0","11,3",71270,macon,2015
20 489,"74,0","61,8","12,1","26,0","8,2","5,2","12,6",71270,macon,2021
92 593,"71,5","60,3","11,1","28,5","12,0","8,5","8,0",72181,le-mans,2010
89 155,"72,0","58,1","13,9","28,0","12,6","7,6","7,7",72181,le-mans,2015
88 541,"72,3","60,1","12,2","27,7","13,0","5,9","8,8",72181,le-mans,2021
16 883,"72,1","63,0","9,1","27,9","8,9","9,8","9,2",73008,aix-les-bains,2010
17 693,"75,4","65,1","10,4","24,6","8,9","7,8","7,9",73008,aix-les-bains,2015
18 950,"77,4","68,2","9,2","22,6","8,4","6,5","7,7",73008,aix-les-bains,2021
37 413,"70,0","60,6","9,4","30,0","14,3","6,7","9,0",73065,chambery,2010
38 441,"71,3","60,6","10,7","28,7","13,7","5,6","9,4",73065,chambery,2015
37 989,"72,2","62,7","9,4","27,8","14,0","4,4","9,5",73065,chambery,2021
78 448,"75,7","68,6","7,2","24,3","10,2","7,6","6,5",74010,annecy,2010
80 407,"77,8","69,4","8,4","22,2","9,8","6,0","6,4",74010,annecy,2015
83 557,"79,1","71,9","7,2","20,9","9,8","4,7","6,4",74010,annecy,2021
21 603,"78,7","66,0","12,7","21,3","6,4","5,1","9,7",74012,annemasse,2010
23 338,"80,0","63,2","16,8","20,0","6,6","3,4","10,0",74012,annemasse,2015
25 063,"77,7","65,0","12,7","22,3","7,6","2,3","12,4",74012,annemasse,2021
21 332,"75,0","66,5","8,5","25,0","8,2","7,9","8,8",74281,thonon-les-bains,2010
21 405,"78,6","67,5","11,1","21,4","7,5","5,5","8,5",74281,thonon-les-bains,2015
22 515,"79,1","69,2","9,8","20,9","7,5","4,2","9,2",74281,thonon-les-bains,2021
1 599 922,"76,4","67,9","8,5","23,6","12,5","4,2","6,8",75056,paris,2010
1 537 965,"77,7","68,2","9,5","22,3","12,7","3,2","6,4",75056,paris,2015
1 482 130,"78,3","69,9","8,4","21,7","12,9","2,4","6,5",75056,paris,2021
19 521,"67,5","54,3","13,2","32,5","8,4","10,4","13,7",76217,dieppe,2010
18 028,"68,3","52,6","15,7","31,7","7,6","10,2","13,9",76217,dieppe,2015
15 920,"67,9","52,9","15,0","32,1","8,0","9,0","15,1",76217,dieppe,2021
15 208,"73,1","64,7","8,4","26,9","8,1","10,7","8,1",76322,le-grand-quevilly,2010
15 683,"74,7","63,0","11,8","25,3","8,2","9,3","7,8",76322,le-grand-quevilly,2015
15 277,"73,7","63,5","10,2","26,3","9,5","7,8","8,9",76322,le-grand-quevilly,2021
113 212,"68,4","56,0","12,4","31,6","11,6","8,5","11,4",76351,le-havre,2010
108 705,"70,0","54,8","15,2","30,0","11,3","7,6","11,0",76351,le-havre,2015
102 117,"70,3","56,3","14,0","29,7","11,6","6,4","11,6",76351,le-havre,2021
13 087,"60,1","53,8","6,3","39,9","29,6","5,7","4,6",76451,mont-saint-aignan,2010
12 827,"59,4","51,4","8,0","40,6","30,9","5,5","4,2",76451,mont-saint-aignan,2015
12 776,"64,0","55,2","8,7","36,0","27,2","4,2","4,5",76451,mont-saint-aignan,2021
14 604,"73,3","61,5","11,9","26,7","8,4","8,8","9,5",76498,le-petit-quevilly,2010
14 526,"74,5","58,7","15,9","25,5","8,8","6,2","10,4",76498,le-petit-quevilly,2015
14 040,"73,0","60,2","12,8","27,0","9,8","5,8","11,4",76498,le-petit-quevilly,2021
79 811,"67,9","57,7","10,3","32,1","18,2","5,5","8,4",76540,rouen,2010
78 806,"68,7","55,8","12,9","31,3","18,8","4,2","8,3",76540,rouen,2015
81 788,"68,4","57,3","11,1","31,6","19,3","3,1","9,2",76540,rouen,2021
17 719,"65,2","51,4","13,8","34,8","13,9","8,4","12,5",76575,saint-etienne-du-rouvray,2010
17 912,"65,7","51,3","14,4","34,3","15,2","7,3","11,8",76575,saint-etienne-du-rouvray,2015
17 465,"64,7","52,5","12,2","35,3","16,0","5,9","13,4",76575,saint-etienne-du-rouvray,2021
18 572,"72,8","63,9","9,0","27,2","9,6","9,5","8,0",76681,sotteville-les-rouen,2010
17 873,"73,6","61,1","12,6","26,4","9,4","8,7","8,3",76681,sotteville-les-rouen,2015
17 465,"73,2","61,1","12,1","26,8","10,4","7,2","9,2",76681,sotteville-les-rouen,2021
16 520,"80,0","73,0","7,0","20,0","11,6","2,7","5,6",77058,bussy-saint-georges,2010
19 131,"80,1","72,0","8,1","19,9","12,0","3,0","5,0",77058,bussy-saint-georges,2015
18 932,"79,1","70,7","8,4","20,9","11,5","2,6","6,8",77058,bussy-saint-georges,2021
17 545,"73,1","64,6","8,6","26,9","14,1","6,4","6,4",77083,champs-sur-marne,2010
17 332,"73,6","63,9","9,7","26,4","14,3","5,4","6,6",77083,champs-sur-marne,2015
17 260,"72,6","63,3","9,3","27,4","16,3","4,6","6,5",77083,champs-sur-marne,2021
34 919,"75,6","67,6","7,9","24,4","9,9","7,6","6,9",77108,chelles,2010
34 405,"76,1","66,7","9,4","23,9","10,2","5,6","8,1",77108,chelles,2015
34 191,"77,5","68,6","8,9","22,5","10,0","4,6","8,0",77108,chelles,2021
14 644,"75,8","68,8","7,0","24,2","10,7","7,2","6,3",77122,combs-la-ville,2010
14 339,"76,9","68,3","8,6","23,1","11,1","6,1","6,0",77122,combs-la-ville,2015
14 112,"77,5","69,9","7,6","22,5","10,3","5,7","6,5",77122,combs-la-ville,2021
13 817,"71,7","61,9","9,8","28,3","10,3","7,7","10,3",77152,dammarie-les-lys,2010
13 679,"72,7","60,0","12,7","27,3","10,2","5,3","11,8",77152,dammarie-les-lys,2015
14 362,"72,1","61,3","10,8","27,9","10,5","4,2","13,2",77152,dammarie-les-lys,2021
13 761,"77,4","70,6","6,8","22,6","9,5","6,4","6,8",77243,lagny-sur-marne,2010
14 182,"77,4","67,7","9,7","22,6","9,7","5,5","7,4",77243,lagny-sur-marne,2015
13 761,"79,6","70,4","9,2","20,4","8,9","5,1","6,5",77243,lagny-sur-marne,2021
33 491,"73,7","63,7","10,0","26,3","10,2","5,8","10,3",77284,meaux,2010
35 094,"74,4","62,6","11,8","25,6","10,2","4,8","10,5",77284,meaux,2015
35 701,"74,7","63,9","10,8","25,3","10,8","3,9","10,5",77284,meaux,2021
13 663,"73,7","63,4","10,3","26,3","11,0","6,4","8,9",77285,le-mee-sur-seine,2010
12 950,"74,3","59,5","14,9","25,7","11,1","5,2","9,3",77285,le-mee-sur-seine,2015
12 355,"73,2","61,0","12,2","26,8","11,4","4,4","11,0",77285,le-mee-sur-seine,2021
26 924,"75,6","65,1","10,6","24,4","9,4","4,4","10,6",77288,melun,2010
26 313,"74,8","62,4","12,4","25,2","9,6","3,6","12,0",77288,melun,2015
27 754,"73,1","61,6","11,4","26,9","10,8","3,0","13,1",77288,melun,2021
12 131,"77,2","69,2","7,9","22,8","9,2","6,2","7,3",77294,mitry-mory,2010
13 020,"74,4","64,6","9,7","25,6","12,2","5,7","7,7",77294,mitry-mory,2015
13 373,"75,8","66,5","9,2","24,2","11,6","4,7","7,9",77294,mitry-mory,2021
10 277,"66,2","52,7","13,5","33,8","10,6","6,8","16,4",77305,montereau-fault-yonne,2010
11 587,"66,6","49,5","17,1","33,4","11,0","4,9","17,5",77305,montereau-fault-yonne,2015
13 359,"63,8","49,8","14,0","36,2","13,6","3,5","19,1",77305,montereau-fault-yonne,2021
14 118,"74,3","67,8","6,5","25,7","10,9","8,3","6,4",77350,ozoir-la-ferriere,2010
13 429,"75,8","67,8","8,0","24,2","11,0","6,9","6,4",77350,ozoir-la-ferriere,2015
13 344,"77,6","70,4","7,2","22,4","11,1","5,1","6,2",77350,ozoir-la-ferriere,2021
24 401,"77,0","69,4","7,5","23,0","10,1","6,8","6,1",77373,pontault-combault,2010
25 651,"77,5","69,4","8,1","22,5","10,8","5,3","6,4",77373,pontault-combault,2015
25 141,"77,5","70,0","7,5","22,5","11,4","4,4","6,7",77373,pontault-combault,2021
15 177,"75,3","67,4","7,9","24,7","12,1","6,1","6,5",77390,roissy-en-brie,2010
15 190,"76,5","67,4","9,1","23,5","11,6","4,9","7,0",77390,roissy-en-brie,2015
15 055,"76,2","67,5","8,7","23,8","11,5","4,7","7,6",77390,roissy-en-brie,2021
19 395,"76,1","67,1","9,0","23,9","11,6","5,6","6,7",77445,savigny-le-temple,2010
19 786,"76,4","65,0","11,4","23,6","11,6","4,4","7,6",77445,savigny-le-temple,2015
20 079,"74,1","64,5","9,6","25,9","13,9","3,9","8,1",77445,savigny-le-temple,2021
15 673,"76,2","66,7","9,5","23,8","11,1","5,4","7,3",77468,torcy,2010
15 879,"77,9","67,6","10,3","22,1","10,0","4,3","7,8",77468,torcy,2015
14 708,"77,1","67,8","9,3","22,9","11,2","3,3","8,4",77468,torcy,2021
16 528,"77,5","70,4","7,2","22,5","8,4","6,6","7,5",77514,villeparisis,2010
17 145,"77,8","68,5","9,3","22,2","8,8","5,1","8,3",77514,villeparisis,2015
17 653,"76,6","67,7","8,9","23,4","10,3","3,8","9,3",77514,villeparisis,2021
13 393,"78,8","71,3","7,5","21,2","9,6","6,0","5,6",78005,acheres,2010
14 009,"79,3","68,5","10,8","20,7","9,2","5,2","6,3",78005,acheres,2015
14 205,"79,3","69,7","9,6","20,7","8,9","3,8","8,0",78005,acheres,2021
12 882,"75,1","69,3","5,8","24,9","12,2","5,2","7,5",78126,la-celle-saint-cloud,2010
12 868,"75,3","67,4","7,8","24,7","14,0","4,6","6,2",78126,la-celle-saint-cloud,2015
12 729,"75,6","68,4","7,3","24,4","13,7","4,1","6,5",78126,la-celle-saint-cloud,2021
19 414,"78,2","72,7","5,5","21,8","10,8","5,2","5,9",78146,chatou,2010
19 699,"78,0","71,4","6,6","22,0","12,4","4,0","5,6",78146,chatou,2015
18 863,"78,5","72,2","6,4","21,5","12,5","3,6","5,3",78146,chatou,2021
20 519,"75,0","69,8","5,3","25,0","11,6","6,4","7,0",78158,le-chesnay-rocquencourt,2010
19 007,"77,3","71,0","6,3","22,7","12,1","4,3","6,3",78158,le-chesnay-rocquencourt,2015
18 077,"77,6","71,0","6,6","22,4","13,1","3,4","5,9",78158,le-chesnay-rocquencourt,2021
23 342,"74,9","68,4","6,6","25,1","10,9","7,6","6,6",78172,conflans-sainte-honorine,2010
22 510,"75,7","68,9","6,8","24,3","10,7","6,4","7,2",78172,conflans-sainte-honorine,2015
22 920,"77,3","70,1","7,3","22,7","10,7","4,9","7,1",78172,conflans-sainte-honorine,2021
18 420,"77,7","71,0","6,7","22,3","11,2","5,6","5,4",78208,elancourt,2010
17 005,"78,8","71,0","7,9","21,2","10,7","4,9","5,5",78208,elancourt,2015
17 140,"79,5","71,9","7,7","20,5","12,0","3,6","4,8",78208,elancourt,2021
20 032,"79,7","73,4","6,3","20,3","10,1","4,7","5,5",78297,guyancourt,2010
19 379,"79,2","70,9","8,2","20,8","11,5","4,2","5,2",78297,guyancourt,2015
19 799,"78,0","69,6","8,4","22,0","12,0","3,9","6,1",78297,guyancourt,2021
21 242,"78,3","72,3","6,1","21,7","10,2","6,6","4,9",78311,houilles,2010
21 111,"80,3","72,7","7,7","19,7","10,5","5,0","4,2",78311,houilles,2015
21 947,"80,9","74,7","6,1","19,1","10,7","3,9","4,5",78311,houilles,2021
13 900,"76,7","71,6","5,1","23,3","11,6","5,6","6,0",78358,maisons-laffitte,2010
14 364,"79,1","73,0","6,1","20,9","11,8","4,3","4,8",78358,maisons-laffitte,2015
14 349,"81,4","75,7","5,7","18,6","10,9","3,3","4,4",78358,maisons-laffitte,2021
28 393,"66,0","54,0","12,0","34,0","12,7","5,1","16,2",78361,mantes-la-jolie,2010
28 231,"70,5","54,3","16,2","29,5","10,4","4,1","15,0",78361,mantes-la-jolie,2015
27 591,"67,0","54,0","13,0","33,0","12,4","3,2","17,4",78361,mantes-la-jolie,2021
12 492,"75,7","64,5","11,2","24,3","9,6","7,0","7,7",78362,mantes-la-ville,2010
12 319,"76,7","63,8","12,9","23,3","9,5","4,9","8,9",78362,mantes-la-ville,2015
12 861,"76,0","62,8","13,2","24,0","10,0","4,0","10,0",78362,mantes-la-ville,2021
24 963,"77,9","72,7","5,1","22,1","10,6","6,4","5,2",78423,montigny-le-bretonneux,2010
23 118,"77,9","71,5","6,4","22,1","10,7","6,4","4,9",78423,montigny-le-bretonneux,2015
21 244,"76,9","71,0","5,9","23,1","13,3","5,6","4,1",78423,montigny-le-bretonneux,2021
20 483,"67,2","56,1","11,1","32,8","12,0","7,1","13,8",78440,les-mureaux,2010
20 042,"70,9","56,2","14,7","29,1","10,0","5,3","13,8",78440,les-mureaux,2015
20 489,"69,0","57,2","11,8","31,0","11,5","3,4","16,2",78440,les-mureaux,2021
20 848,"78,2","71,7","6,5","21,8","9,7","5,5","6,6",78490,plaisir,2010
21 214,"76,7","68,5","8,2","23,3","10,3","5,5","7,5",78490,plaisir,2015
19 881,"78,9","70,4","8,5","21,1","10,4","4,0","6,7",78490,plaisir,2021
24 974,"76,8","69,1","7,7","23,2","8,8","6,2","8,2",78498,poissy,2010
23 488,"78,8","69,0","9,8","21,2","8,2","4,8","8,3",78498,poissy,2015
24 633,"78,1","68,1","10,1","21,9","9,1","3,8","8,9",78498,poissy,2021
17 165,"73,8","67,5","6,3","26,2","10,6","7,9","7,8",78517,rambouillet,2010
15 876,"77,5","70,1","7,4","22,5","10,7","5,3","6,5",78517,rambouillet,2015
16 512,"77,1","70,4","6,7","22,9","10,3","5,5","7,1",78517,rambouillet,2021
11 422,"79,0","73,1","6,0","21,0","11,1","4,4","5,4",78545,saint-cyr-l-ecole,2010
12 238,"79,1","70,8","8,3","20,9","11,1","4,2","5,6",78545,saint-cyr-l-ecole,2015
13 954,"80,3","73,3","7,0","19,7","11,2","2,7","5,8",78545,saint-cyr-l-ecole,2021
29 079,"73,8","67,9","5,9","26,2","12,9","5,5","7,9",78551,saint-germain-en-laye,2010
27 682,"74,9","67,5","7,3","25,1","12,8","4,2","8,1",78551,saint-germain-en-laye,2015
27 740,"76,3","68,9","7,4","23,7","13,2","2,9","7,7",78551,saint-germain-en-laye,2021
34 113,"76,9","68,1","8,8","23,1","9,1","6,6","7,5",78586,sartrouville,2010
34 333,"78,2","68,2","10,0","21,8","9,5","5,3","7,0",78586,sartrouville,2015
33 315,"77,5","69,0","8,5","22,5","10,0","4,6","7,9",78586,sartrouville,2021
19 417,"72,7","60,9","11,8","27,3","9,9","5,3","12,1",78621,trappes,2010
20 838,"73,4","59,6","13,8","26,6","10,3","4,0","12,3",78621,trappes,2015
21 698,"72,4","61,1","11,3","27,6","11,3","3,6","12,6",78621,trappes,2021
13 267,"77,9","73,0","4,8","22,1","9,4","8,4","4,3",78640,velizy-villacoublay,2010
13 604,"81,7","75,9","5,8","18,3","9,6","4,3","4,4",78640,velizy-villacoublay,2015
15 197,"82,0","76,4","5,6","18,0","9,7","4,2","4,2",78640,velizy-villacoublay,2021
55 022,"72,9","67,7","5,2","27,1","14,7","4,4","7,9",78646,versailles,2010
53 970,"74,6","68,3","6,2","25,4","15,3","3,3","6,9",78646,versailles,2015
52 904,"75,8","70,0","5,8","24,2","15,6","2,6","6,1",78646,versailles,2021
37 219,"73,7","63,6","10,1","26,3","10,3","8,6","7,4",79191,niort,2010
37 336,"74,7","62,3","12,4","25,3","9,1","7,5","8,7",79191,niort,2015
36 887,"76,2","66,8","9,4","23,8","9,1","6,0","8,8",79191,niort,2021
15 222,"65,6","50,7","14,9","34,4","9,3","10,5","14,6",80001,abbeville,2010
14 495,"67,0","49,7","17,2","33,0","9,5","8,5","15,1",80001,abbeville,2015
13 481,"69,2","54,5","14,6","30,8","8,3","7,8","14,7",80001,abbeville,2021
92 670,"66,8","54,6","12,3","33,2","17,4","6,3","9,5",80021,amiens,2010
91 156,"65,3","51,8","13,4","34,7","18,8","5,3","10,7",80021,amiens,2015
90 743,"65,7","52,9","12,9","34,3","19,2","4,0","11,0",80021,amiens,2021
30 699,"64,3","55,1","9,3","35,7","15,1","10,2","10,3",81004,albi,2010
30 293,"67,3","54,2","13,1","32,7","14,7","7,5","10,5",81004,albi,2015
29 927,"67,7","56,4","11,3","32,3","15,8","6,0","10,4",81004,albi,2021
26 132,"69,0","56,8","12,2","31,0","10,6","10,1","10,3",81065,castres,2010
24 790,"70,9","57,9","13,0","29,1","11,2","8,5","9,5",81065,castres,2015
25 005,"72,0","60,6","11,3","28,0","10,8","6,9","10,3",81065,castres,2021
35 946,"70,5","60,3","10,2","29,5","9,5","10,0","10,1",82121,montauban,2010
36 547,"72,3","60,0","12,4","27,7","9,1","7,3","11,3",82121,montauban,2015
37 821,"71,6","62,0","9,6","28,4","10,5","6,2","11,7",82121,montauban,2021
23 090,"70,1","60,0","10,1","29,9","8,5","8,9","12,5",83050,draguignan,2010
25 049,"72,1","60,6","11,5","27,9","8,8","7,3","11,8",83050,draguignan,2015
23 924,"71,3","60,7","10,6","28,7","7,8","6,6","14,2",83050,draguignan,2021
30 472,"70,6","61,0","9,6","29,4","7,7","9,9","11,8",83061,frejus,2010
30 415,"72,8","60,0","12,9","27,2","7,5","7,7","11,9",83061,frejus,2015
31 912,"73,7","63,7","10,0","26,3","7,3","7,3","11,7",83061,frejus,2021
16 761,"64,1","55,7","8,4","35,9","18,8","7,6","9,5",83062,la-garde,2010
15 780,"67,6","58,1","9,4","32,4","16,9","6,4","9,2",83062,la-garde,2015
15 669,"68,5","60,1","8,4","31,5","16,1","5,8","9,6",83062,la-garde,2021
33 319,"71,0","61,5","9,6","29,0","8,7","10,1","10,3",83069,hyeres,2010
32 769,"72,5","62,1","10,4","27,5","9,5","7,6","10,5",83069,hyeres,2015
31 173,"72,0","62,4","9,6","28,0","9,8","6,7","11,5",83069,hyeres,2021
17 958,"65,9","57,0","8,9","34,1","8,5","15,2","10,5",83118,saint-raphael,2010
17 657,"71,5","60,5","11,0","28,5","8,0","10,5","10,0",83118,saint-raphael,2015
16 906,"71,4","62,2","9,2","28,6","8,4","9,4","10,8",83118,saint-raphael,2021
38 428,"67,9","57,0","10,9","32,1","9,0","10,3","12,9",83126,la-seyne-sur-mer,2010
38 822,"71,2","58,4","12,8","28,8","8,6","7,8","12,4",83126,la-seyne-sur-mer,2015
36 532,"71,3","60,6","10,7","28,7","8,5","6,9","13,3",83126,la-seyne-sur-mer,2021
20 139,"67,9","60,0","7,8","32,1","9,0","13,5","9,6",83129,six-fours-les-plages,2010
18 986,"72,5","62,4","10,1","27,5","8,1","9,9","9,5",83129,six-fours-les-plages,2015
19 420,"74,1","64,9","9,2","25,9","8,1","8,6","9,2",83129,six-fours-les-plages,2021
102 475,"69,0","58,2","10,8","31,0","9,9","8,3","12,8",83137,toulon,2010
101 872,"68,8","56,8","12,0","31,2","10,3","6,7","14,1",83137,toulon,2015
109 222,"70,6","60,4","10,2","29,4","9,9","5,5","13,9",83137,toulon,2021
13 068,"72,3","64,2","8,1","27,7","9,2","9,9","8,6",83144,la-valette-du-var,2010
14 223,"75,1","66,5","8,6","24,9","10,0","7,8","7,0",83144,la-valette-du-var,2015
14 196,"76,8","69,4","7,3","23,2","9,1","6,1","8,0",83144,la-valette-du-var,2021
57 713,"67,7","52,9","14,8","32,3","12,9","6,6","12,9",84007,avignon,2010
