"","Ensemble","0 à 14 ans","15 à 29 ans","30 à 44 ans","45 à 59 ans","60 à 74 ans","75 ans ou plus","code_insee","Ville","0-14 ans","15-29 ans","30-44 ans","45-59 ans","60-74 ans","75-+ ans"
"142",21386,4398,3269,4222,4225,3292,1981,"49092","chemille-en-anjou",20.56,15.29,19.74,19.76,15.39,9.26
"143",53936,9151,9785,9021,10525,9329,6125,"49099","cholet",16.97,18.14,16.73,19.51,17.3,11.36
"144",25806,5456,4008,5346,5179,3750,2067,"49301","sevremoine",21.14,15.53,20.72,20.07,14.53,8.01
"145",26215,4048,4375,4028,4969,5199,3596,"49328","saumur",15.44,16.69,15.37,18.95,19.83,13.72
"146",77808,12098,14476,13674,15891,13818,7852,"50129","cherbourg-en-cotentin",15.55,18.6,17.57,20.42,17.76,10.09
"147",43877,7474,9033,7765,8281,6947,4377,"51108","chalons-en-champagne",17.03,20.59,17.7,18.87,15.83,9.98
"148",22001,3438,4029,3923,4162,3807,2642,"51230","epernay",15.63,18.31,17.83,18.92,17.3,12.01
"149",179380,29918,49042,32512,29629,24283,13996,"51454","reims",16.68,27.34,18.12,16.52,13.54,7.8
"150",21699,2964,4618,3356,4041,4220,2501,"52121","chaumont",13.66,21.28,15.47,18.62,19.45,11.53
"151",23068,3583,4326,3714,4557,4382,2506,"52448","saint-dizier",15.53,18.75,16.1,19.75,19,10.86
"152",49657,8089,10882,8198,8786,8230,5472,"53130","laval",16.29,21.91,16.51,17.69,16.57,11.02
"153",104260,12837,37922,18587,15029,12543,7343,"54395","nancy",12.31,36.37,17.83,14.41,12.03,7.04
"154",29537,4218,9751,4383,4370,4346,2470,"54547","vandoeuvre-les-nancy",14.28,33.01,14.84,14.8,14.71,8.36
"155",23026,4081,3716,4211,4469,3980,2569,"56098","lanester",17.72,16.14,18.29,19.41,17.28,11.16
"156",57846,8316,12562,9882,10668,9683,6734,"56121","lorient",14.38,21.72,17.08,18.44,16.74,11.64
"157",54420,7006,11798,8226,9379,10537,7475,"56260","vannes",12.87,21.68,15.12,17.23,19.36,13.74
"158",21130,3788,3529,3668,4173,3882,2090,"57227","forbach",17.93,16.7,17.36,19.75,18.37,9.89
"159",120874,18195,31192,23723,20405,17972,9386,"57463","metz",15.05,25.81,19.63,16.88,14.87,7.77
"160",21854,3466,3741,4095,4201,3998,2353,"57480","montigny-les-metz",15.86,17.12,18.74,19.22,18.29,10.77
"161",20624,2865,3430,3579,4469,4041,2241,"57631","sarreguemines",13.89,16.63,17.35,21.67,19.59,10.87
"162",42163,6368,7943,8572,8319,6818,4143,"57672","thionville",15.1,18.84,20.33,19.73,16.17,9.83
"163",32830,4705,6383,5128,5832,6250,4532,"58194","nevers",14.33,19.44,15.62,17.76,19.04,13.8
"164",62067,11181,16628,11135,10770,8934,3418,"59009","villeneuve-d-ascq",18.01,26.79,17.94,17.35,14.39,5.51
"165",25581,5287,5319,5011,4441,3549,1975,"59017","armentieres",20.67,20.79,19.59,17.36,13.87,7.72
"166",31425,4813,5899,5214,5898,5741,3860,"59122","cambrai",15.32,18.77,16.59,18.77,18.27,12.28
"167",20765,3767,3527,3727,4276,3585,1882,"59155","coudekerque-branche",18.14,16.99,17.95,20.59,17.26,9.06
"168",20778,3895,4075,4266,3825,3053,1665,"59163","croix",18.75,19.61,20.53,18.41,14.69,8.01
"169",20640,5047,4383,3547,3715,2691,1258,"59172","denain",24.45,21.24,17.19,18,13.04,6.09
"170",39648,6954,9441,6982,6770,6206,3293,"59178","douai",17.54,23.81,17.61,17.08,15.65,8.31
"171",86788,14504,15647,15179,16854,16193,8411,"59183","dunkerque",16.71,18.03,17.49,19.42,18.66,9.69
"172",20331,4898,3843,3773,3553,2878,1387,"59271","grande-synthe",24.09,18.9,18.56,17.48,14.16,6.82
"173",20829,4404,3867,3996,4240,2987,1334,"59279","halluin",21.14,18.57,19.18,20.36,14.34,6.4
"174",21498,3686,3859,3505,4236,3952,2260,"59295","hazebrouck",17.15,17.95,16.3,19.7,18.38,10.51
"175",27121,5085,4849,5588,4965,4083,2551,"59328","lambersart",18.75,17.88,20.6,18.31,15.05,9.41
"176",236710,35195,86684,48286,32374,22636,11533,"59350","lille",14.87,36.62,20.4,13.68,9.56,4.87
"177",23013,4484,6136,4629,3840,2616,1309,"59360","loos",19.48,26.66,20.11,16.69,11.37,5.69
"178",22488,3683,4742,5371,3850,3084,1758,"59368","la-madeleine",16.38,21.09,23.88,17.12,13.71,7.82
"179",39356,7280,6673,7674,7604,6267,3858,"59378","marcq-en-baroeul",18.5,16.96,19.5,19.32,15.92,9.8
"180",29066,5782,5380,5012,5384,4836,2672,"59392","maubeuge",19.89,18.51,17.24,18.52,16.64,9.19
"181",21467,4527,4602,4307,3685,2734,1611,"59410","mons-en-baroeul",21.09,21.44,20.06,17.17,12.74,7.5
"182",98892,25377,22586,18166,16773,10574,5415,"59512","roubaix",25.66,22.84,18.37,16.96,10.69,5.48
"183",99011,22251,21027,20333,17432,11723,6245,"59599","tourcoing",22.47,21.24,20.54,17.61,11.84,6.31
"184",42991,6662,11267,8253,7244,6096,3471,"59606","valenciennes",15.5,26.21,19.2,16.85,14.18,8.07
"185",20836,3886,3765,4417,3649,3086,2033,"59646","wasquehal",18.65,18.07,21.2,17.51,14.81,9.76
"186",40836,8382,7477,7767,8135,6067,3008,"59650","wattrelos",20.53,18.31,19.02,19.92,14.86,7.37
"187",56677,10792,12156,10520,10374,8232,4602,"60057","beauvais",19.04,21.45,18.56,18.3,14.52,8.12
