Nombre d'enfants,2010,%,2015,%.1,2021,%.2,code_insee,Ville
Aucun enfant,2413,"42,3",2561,"43,9",2496,"45,9",94067,saint-mande
1 enfant,1381,"24,2",1396,"23,9",1422,"26,1",94067,saint-mande
2 enfants,1339,"23,5",1318,"22,6",1081,"19,9",94067,saint-mande
3 enfants,501,"8,8",451,"7,7",359,"6,6",94067,saint-mande
4 enfants ou plus,73,"1,3",114,"1,9",80,"1,5",94067,saint-mande
Ensemble,20531,"100,0",20326,"100,0",20301,"100,0",94068,saint-maur-des-fosses
Aucun enfant,9619,"46,9",9273,"45,6",9287,"45,7",94068,saint-maur-des-fosses
1 enfant,4858,"23,7",4745,"23,3",4814,"23,7",94068,saint-maur-des-fosses
2 enfants,4389,"21,4",4649,"22,9",4711,"23,2",94068,saint-maur-des-fosses
3 enfants,1287,"6,3",1323,"6,5",1183,"5,8",94068,saint-maur-des-fosses
4 enfants ou plus,377,"1,8",336,"1,7",306,"1,5",94068,saint-maur-des-fosses
Ensemble,7227,"100,0",7445,"100,0",7734,"100,0",94071,sucy-en-brie
Aucun enfant,3019,"41,8",3296,"44,3",3319,"42,9",94071,sucy-en-brie
1 enfant,1605,"22,2",1640,"22,0",1773,"22,9",94071,sucy-en-brie
2 enfants,1785,"24,7",1745,"23,4",1807,"23,4",94071,sucy-en-brie
3 enfants,657,"9,1",587,"7,9",602,"7,8",94071,sucy-en-brie
4 enfants ou plus,161,"2,2",176,"2,4",233,"3,0",94071,sucy-en-brie
Ensemble,7846,"100,0",7587,"100,0",8289,"100,0",94073,thiais
Aucun enfant,3170,"40,4",3251,"42,8",3436,"41,5",94073,thiais
1 enfant,2033,"25,9",1809,"23,8",2130,"25,7",94073,thiais
2 enfants,1801,"23,0",1694,"22,3",1847,"22,3",94073,thiais
3 enfants,607,"7,7",616,"8,1",615,"7,4",94073,thiais
4 enfants ou plus,235,"3,0",217,"2,9",261,"3,2",94073,thiais
Ensemble,14050,"100,0",13952,"100,0",14225,"100,0",94076,villejuif
Aucun enfant,5529,"39,4",5521,"39,6",5713,"40,2",94076,villejuif
1 enfant,3732,"26,6",3656,"26,2",3971,"27,9",94076,villejuif
2 enfants,3048,"21,7",3043,"21,8",2839,"20,0",94076,villejuif
3 enfants,1256,"8,9",1291,"9,3",1226,"8,6",94076,villejuif
4 enfants ou plus,485,"3,5",441,"3,2",476,"3,3",94076,villejuif
Ensemble,4960,"100,0",5488,"100,0",5855,"100,0",94077,villeneuve-le-roi
Aucun enfant,2104,"42,4",2151,"39,2",2277,"38,9",94077,villeneuve-le-roi
1 enfant,1126,"22,7",1300,"23,7",1550,"26,5",94077,villeneuve-le-roi
2 enfants,1119,"22,6",1247,"22,7",1224,"20,9",94077,villeneuve-le-roi
3 enfants,439,"8,8",554,"10,1",578,"9,9",94077,villeneuve-le-roi
4 enfants ou plus,173,"3,5",236,"4,3",226,"3,9",94077,villeneuve-le-roi
Ensemble,7960,"100,0",7867,"100,0",8581,"100,0",94078,villeneuve-saint-georges
Aucun enfant,2672,"33,6",2726,"34,7",2749,"32,0",94078,villeneuve-saint-georges
1 enfant,2155,"27,1",2018,"25,6",2102,"24,5",94078,villeneuve-saint-georges
2 enfants,1737,"21,8",1683,"21,4",1809,"21,1",94078,villeneuve-saint-georges
3 enfants,947,"11,9",1018,"12,9",1310,"15,3",94078,villeneuve-saint-georges
4 enfants ou plus,450,"5,7",422,"5,4",611,"7,1",94078,villeneuve-saint-georges
Ensemble,7275,"100,0",7727,"100,0",7826,"100,0",94079,villiers-sur-marne
Aucun enfant,2712,"37,3",3272,"42,3",3110,"39,7",94079,villiers-sur-marne
1 enfant,1942,"26,7",1906,"24,7",2063,"26,4",94079,villiers-sur-marne
2 enfants,1717,"23,6",1729,"22,4",1754,"22,4",94079,villiers-sur-marne
3 enfants,648,"8,9",589,"7,6",624,"8,0",94079,villiers-sur-marne
4 enfants ou plus,256,"3,5",232,"3,0",275,"3,5",94079,villiers-sur-marne
Ensemble,12497,"100,0",12791,"100,0",12398,"100,0",94080,vincennes
Aucun enfant,5798,"46,4",6038,"47,2",5512,"44,5",94080,vincennes
1 enfant,3284,"26,3",3267,"25,5",3212,"25,9",94080,vincennes
2 enfants,2580,"20,6",2685,"21,0",2867,"23,1",94080,vincennes
3 enfants,683,"5,5",659,"5,2",681,"5,5",94080,vincennes
4 enfants ou plus,152,"1,2",141,"1,1",126,"1,0",94080,vincennes
Ensemble,22069,"100,0",23541,"100,0",24700,"100,0",94081,vitry-sur-seine
Aucun enfant,8612,"39,0",9135,"38,8",9698,"39,3",94081,vitry-sur-seine
1 enfant,5746,"26,0",5864,"24,9",6155,"24,9",94081,vitry-sur-seine
2 enfants,4742,"21,5",5152,"21,9",5194,"21,0",94081,vitry-sur-seine
3 enfants,2096,"9,5",2270,"9,6",2397,"9,7",94081,vitry-sur-seine
4 enfants ou plus,872,"4,0",1120,"4,8",1256,"5,1",94081,vitry-sur-seine
Ensemble,26276,"100,0",28282,"100,0",26435,"100,0",95018,argenteuil
Aucun enfant,9584,"36,5",10033,"35,5",10057,"38,0",95018,argenteuil
1 enfant,6664,"25,4",7200,"25,5",6279,"23,8",95018,argenteuil
2 enfants,5947,"22,6",6542,"23,1",5669,"21,4",95018,argenteuil
3 enfants,2795,"10,6",3093,"10,9",3018,"11,4",95018,argenteuil
4 enfants ou plus,1285,"4,9",1414,"5,0",1412,"5,3",95018,argenteuil
Ensemble,7551,"100,0",7716,"100,0",8607,"100,0",95063,bezons
Aucun enfant,2673,"35,4",2984,"38,7",3262,"37,9",95063,bezons
1 enfant,2005,"26,5",1930,"25,0",2257,"26,2",95063,bezons
2 enfants,1850,"24,5",1777,"23,0",1871,"21,7",95063,bezons
3 enfants,739,"9,8",770,"10,0",949,"11,0",95063,bezons
4 enfants ou plus,284,"3,8",255,"3,3",268,"3,1",95063,bezons
Ensemble,14300,"100,0",15645,"100,0",16988,"100,0",95127,cergy
Aucun enfant,4814,"33,7",5082,"32,5",5645,"33,2",95127,cergy
1 enfant,4088,"28,6",4409,"28,2",4444,"26,2",95127,cergy
2 enfants,3314,"23,2",3591,"23,0",3824,"22,5",95127,cergy
3 enfants,1457,"10,2",1724,"11,0",1965,"11,6",95127,cergy
4 enfants ou plus,626,"4,4",838,"5,4",1109,"6,5",95127,cergy
Ensemble,6478,"100,0",6544,"100,0",7354,"100,0",95176,cormeilles-en-parisis
Aucun enfant,2551,"39,4",2626,"40,1",2945,"40,1",95176,cormeilles-en-parisis
1 enfant,1580,"24,4",1494,"22,8",1599,"21,7",95176,cormeilles-en-parisis
2 enfants,1696,"26,2",1835,"28,0",1962,"26,7",95176,cormeilles-en-parisis
3 enfants,534,"8,2",484,"7,4",667,"9,1",95176,cormeilles-en-parisis
4 enfants ou plus,116,"1,8",105,"1,6",181,"2,5",95176,cormeilles-en-parisis
Ensemble,5883,"100,0",6047,"100,0",6030,"100,0",95197,deuil-la-barre
Aucun enfant,2328,"39,6",2518,"41,6",2664,"44,2",95197,deuil-la-barre
1 enfant,1605,"27,3",1478,"24,4",1377,"22,8",95197,deuil-la-barre
2 enfants,1349,"22,9",1415,"23,4",1316,"21,8",95197,deuil-la-barre
3 enfants,481,"8,2",460,"7,6",522,"8,7",95197,deuil-la-barre
4 enfants ou plus,120,"2,0",176,"2,9",152,"2,5",95197,deuil-la-barre
Ensemble,6770,"100,0",6802,"100,0",6937,"100,0",95203,eaubonne
Aucun enfant,2881,"42,6",2790,"41,0",2864,"41,3",95203,eaubonne
1 enfant,1805,"26,7",1752,"25,8",1802,"26,0",95203,eaubonne
2 enfants,1476,"21,8",1524,"22,4",1566,"22,6",95203,eaubonne
3 enfants,475,"7,0",563,"8,3",540,"7,8",95203,eaubonne
4 enfants ou plus,133,"2,0",174,"2,6",164,"2,4",95203,eaubonne
Ensemble,7533,"100,0",7751,"100,0",7769,"100,0",95219,ermont
Aucun enfant,3069,"40,7",3214,"41,5",3155,"40,6",95219,ermont
1 enfant,1917,"25,4",2007,"25,9",1839,"23,7",95219,ermont
2 enfants,1722,"22,9",1575,"20,3",1796,"23,1",95219,ermont
3 enfants,620,"8,2",707,"9,1",714,"9,2",95219,ermont
4 enfants ou plus,206,"2,7",248,"3,2",265,"3,4",95219,ermont
Ensemble,9326,"100,0",9663,"100,0",10220,"100,0",95252,franconville
Aucun enfant,3896,"41,8",3886,"40,2",4104,"40,2",95252,franconville
1 enfant,2539,"27,2",2671,"27,6",2633,"25,8",95252,franconville
2 enfants,1967,"21,1",2080,"21,5",2255,"22,1",95252,franconville
3 enfants,640,"6,9",733,"7,6",892,"8,7",95252,franconville
4 enfants ou plus,285,"3,1",292,"3,0",335,"3,3",95252,franconville
Ensemble,9553,"100,0",10151,"100,0",10518,"100,0",95268,garges-les-gonesse
Aucun enfant,2715,"28,4",2897,"28,5",3356,"31,9",95268,garges-les-gonesse
1 enfant,2327,"24,4",2466,"24,3",2279,"21,7",95268,garges-les-gonesse
2 enfants,2053,"21,5",2240,"22,1",2238,"21,3",95268,garges-les-gonesse
3 enfants,1457,"15,3",1640,"16,2",1646,"15,6",95268,garges-les-gonesse
4 enfants ou plus,1002,"10,5",908,"8,9",999,"9,5",95268,garges-les-gonesse
Ensemble,6582,"100,0",6396,"100,0",6536,"100,0",95277,gonesse
Aucun enfant,2162,"32,8",2219,"34,7",2346,"35,9",95277,gonesse
1 enfant,1679,"25,5",1555,"24,3",1570,"24,0",95277,gonesse
2 enfants,1439,"21,9",1316,"20,6",1356,"20,7",95277,gonesse
3 enfants,772,"11,7",791,"12,4",773,"11,8",95277,gonesse
4 enfants ou plus,530,"8,0",515,"8,0",490,"7,5",95277,gonesse
Ensemble,7898,"100,0",7739,"100,0",7775,"100,0",95280,goussainville
Aucun enfant,2558,"32,4",2481,"32,1",2627,"33,8",95280,goussainville
1 enfant,1813,"22,9",1718,"22,2",1744,"22,4",95280,goussainville
2 enfants,1821,"23,1",1737,"22,4",1552,"20,0",95280,goussainville
3 enfants,1102,"14,0",1143,"14,8",1194,"15,4",95280,goussainville
4 enfants ou plus,605,"7,7",660,"8,5",658,"8,5",95280,goussainville
Ensemble,7274,"100,0",7896,"100,0",8754,"100,0",95306,herblay-sur-seine
Aucun enfant,2827,"38,9",3205,"40,6",3237,"37,0",95306,herblay-sur-seine
1 enfant,1794,"24,7",1781,"22,6",2148,"24,5",95306,herblay-sur-seine
2 enfants,1875,"25,8",2000,"25,3",2352,"26,9",95306,herblay-sur-seine
3 enfants,632,"8,7",678,"8,6",742,"8,5",95306,herblay-sur-seine
4 enfants ou plus,146,"2,0",232,"2,9",275,"3,1",95306,herblay-sur-seine
Ensemble,5060,"100,0",5476,"100,0",6002,"100,0",95424,montigny-les-cormeilles
Aucun enfant,1592,"31,5",1813,"33,1",2074,"34,6",95424,montigny-les-cormeilles
1 enfant,1374,"27,1",1367,"25,0",1356,"22,6",95424,montigny-les-cormeilles
2 enfants,1281,"25,3",1368,"25,0",1487,"24,8",95424,montigny-les-cormeilles
3 enfants,564,"11,2",676,"12,4",749,"12,5",95424,montigny-les-cormeilles
4 enfants ou plus,249,"4,9",252,"4,6",335,"5,6",95424,montigny-les-cormeilles
Ensemble,5676,"100,0",5669,"100,0",5888,"100,0",95428,montmorency
Aucun enfant,2468,"43,5",2379,"42,0",2377,"40,4",95428,montmorency
1 enfant,1297,"22,8",1441,"25,4",1449,"24,6",95428,montmorency
2 enfants,1339,"23,6",1281,"22,6",1388,"23,6",95428,montmorency
3 enfants,414,"7,3",457,"8,1",502,"8,5",95428,montmorency
4 enfants ou plus,158,"2,8",111,"2,0",172,"2,9",95428,montmorency
Ensemble,7699,"100,0",7710,"100,0",7888,"100,0",95500,pontoise
Aucun enfant,3222,"41,9",3058,"39,7",3013,"38,2",95500,pontoise
1 enfant,2009,"26,1",1989,"25,8",2007,"25,4",95500,pontoise
2 enfants,1548,"20,1",1651,"21,4",1679,"21,3",95500,pontoise
3 enfants,625,"8,1",729,"9,5",848,"10,8",95500,pontoise
4 enfants ou plus,293,"3,8",282,"3,7",341,"4,3",95500,pontoise
Ensemble,5264,"100,0",5514,"100,0",5476,"100,0",95555,saint-gratien
Aucun enfant,2267,"43,1",2354,"42,7",2275,"41,5",95555,saint-gratien
1 enfant,1215,"23,1",1284,"23,3",1382,"25,2",95555,saint-gratien
2 enfants,1226,"23,3",1170,"21,2",1075,"19,6",95555,saint-gratien
3 enfants,396,"7,5",523,"9,5",562,"10,3",95555,saint-gratien
4 enfants ou plus,161,"3,1",182,"3,3",182,"3,3",95555,saint-gratien
Ensemble,6216,"100,0",6385,"100,0",6554,"100,0",95572,saint-ouen-l-aumone
Aucun enfant,2223,"35,8",2310,"36,2",2436,"37,2",95572,saint-ouen-l-aumone
1 enfant,1714,"27,6",1802,"28,2",1635,"24,9",95572,saint-ouen-l-aumone
2 enfants,1392,"22,4",1460,"22,9",1450,"22,1",95572,saint-ouen-l-aumone
3 enfants,637,"10,3",616,"9,6",747,"11,4",95572,saint-ouen-l-aumone
4 enfants ou plus,250,"4,0",198,"3,1",287,"4,4",95572,saint-ouen-l-aumone
Ensemble,7128,"100,0",7306,"100,0",7132,"100,0",95582,sannois
Aucun enfant,2735,"38,4",2810,"38,5",2681,"37,6",95582,sannois
1 enfant,1921,"26,9",1864,"25,5",1872,"26,3",95582,sannois
2 enfants,1646,"23,1",1669,"22,8",1673,"23,5",95582,sannois
3 enfants,558,"7,8",659,"9,0",678,"9,5",95582,sannois
4 enfants ou plus,269,"3,8",304,"4,2",228,"3,2",95582,sannois
Ensemble,14024,"100,0",13950,"100,0",13991,"100,0",95585,sarcelles
Aucun enfant,4289,"30,6",4378,"31,4",4489,"32,1",95585,sarcelles
1 enfant,3144,"22,4",3115,"22,3",3015,"21,6",95585,sarcelles
2 enfants,2970,"21,2",2978,"21,3",2985,"21,3",95585,sarcelles
3 enfants,2043,"14,6",2057,"14,7",2112,"15,1",95585,sarcelles
4 enfants ou plus,1577,"11,2",1424,"10,2",1389,"9,9",95585,sarcelles
Ensemble,7310,"100,0",7111,"100,0",7278,"100,0",95607,taverny
Aucun enfant,2803,"38,4",2799,"39,4",2745,"37,7",95607,taverny
1 enfant,1948,"26,7",1695,"23,8",1818,"25,0",95607,taverny
2 enfants,1795,"24,6",1770,"24,9",1738,"23,9",95607,taverny
3 enfants,589,"8,1",619,"8,7",746,"10,3",95607,taverny
4 enfants ou plus,174,"2,4",228,"3,2",231,"3,2",95607,taverny
Ensemble,6306,"100,0",6656,"100,0",7058,"100,0",95680,villiers-le-bel
Aucun enfant,1938,"30,7",2057,"30,9",2148,"30,4",95680,villiers-le-bel
1 enfant,1660,"26,3",1591,"23,9",1712,"24,3",95680,villiers-le-bel
2 enfants,1321,"21,0",1480,"22,2",1498,"21,2",95680,villiers-le-bel
3 enfants,890,"14,1",980,"14,7",1025,"14,5",95680,villiers-le-bel
4 enfants ou plus,497,"7,9",549,"8,2",675,"9,6",95680,villiers-le-bel
Ensemble,15581,"100,0",14838,"100,0",14473,"100,0",97101,les-abymes
Aucun enfant,4765,"30,6",5366,"36,2",5621,"38,8",97101,les-abymes
1 enfant,5304,"34,0",4727,"31,9",4963,"34,3",97101,les-abymes
2 enfants,3440,"22,1",3124,"21,1",2611,"18,0",97101,les-abymes
3 enfants,1420,"9,1",1121,"7,6",911,"6,3",97101,les-abymes
4 enfants ou plus,651,"4,2",499,"3,4",366,"2,5",97101,les-abymes
Ensemble,8304,"100,0",8664,"100,0",8994,"100,0",97103,baie-mahault
Aucun enfant,2492,"30,0",2740,"31,6",3428,"38,1",97103,baie-mahault
1 enfant,2797,"33,7",3060,"35,3",2932,"32,6",97103,baie-mahault
2 enfants,2067,"24,9",2088,"24,1",1899,"21,1",97103,baie-mahault
3 enfants,725,"8,7",608,"7,0",569,"6,3",97103,baie-mahault
4 enfants ou plus,223,"2,7",168,"1,9",167,"1,9",97103,baie-mahault
Ensemble,7182,"100,0",7377,"100,0",7708,"100,0",97113,le-gosier
Aucun enfant,2761,"38,4",3245,"44,0",3596,"46,7",97113,le-gosier
1 enfant,2184,"30,4",2078,"28,2",2142,"27,8",97113,le-gosier
2 enfants,1538,"21,4",1400,"19,0",1367,"17,7",97113,le-gosier
3 enfants,538,"7,5",452,"6,1",470,"6,1",97113,le-gosier
4 enfants ou plus,162,"2,3",202,"2,7",133,"1,7",97113,le-gosier
Ensemble,6063,"100,0",6118,"100,0",6585,"100,0",97117,le-moule
Aucun enfant,2149,"35,4",2376,"38,8",2874,"43,6",97117,le-moule
1 enfant,1668,"27,5",1741,"28,5",1920,"29,2",97117,le-moule
2 enfants,1480,"24,4",1371,"22,4",1209,"18,4",97117,le-moule
3 enfants,564,"9,3",440,"7,2",418,"6,4",97117,le-moule
4 enfants ou plus,202,"3,3",190,"3,1",163,"2,5",97117,le-moule
Ensemble,6562,"100,0",6824,"100,0",7067,"100,0",97118,petit-bourg
Aucun enfant,2346,"35,8",2577,"37,8",3076,"43,5",97118,petit-bourg
1 enfant,1956,"29,8",2068,"30,3",2108,"29,8",97118,petit-bourg
2 enfants,1543,"23,5",1528,"22,4",1371,"19,4",97118,petit-bourg
3 enfants,502,"7,6",494,"7,2",379,"5,4",97118,petit-bourg
4 enfants ou plus,215,"3,3",157,"2,3",133,"1,9",97118,petit-bourg
Ensemble,6710,"100,0",6748,"100,0",6785,"100,0",97128,sainte-anne
Aucun enfant,2394,"35,7",2803,"41,5",2925,"43,1",97128,sainte-anne
1 enfant,1915,"28,5",1873,"27,8",2009,"29,6",97128,sainte-anne
2 enfants,1576,"23,5",1406,"20,8",1328,"19,6",97128,sainte-anne
3 enfants,581,"8,7",497,"7,4",403,"5,9",97128,sainte-anne
4 enfants ou plus,244,"3,6",169,"2,5",120,"1,8",97128,sainte-anne
Ensemble,23413,"100,0",21824,"100,0",19811,"100,0",97209,fort-de-france
Aucun enfant,9005,"38,5",9046,"41,4",8830,"44,6",97209,fort-de-france
1 enfant,7539,"32,2",6772,"31,0",5941,"30,0",97209,fort-de-france
2 enfants,4493,"19,2",4082,"18,7",3513,"17,7",97209,fort-de-france
3 enfants,1640,"7,0",1340,"6,1",1023,"5,2",97209,fort-de-france
4 enfants ou plus,736,"3,1",586,"2,7",504,"2,5",97209,fort-de-france
Ensemble,10993,"100,0",11188,"100,0",11232,"100,0",97213,le-lamentin
Aucun enfant,3864,"35,2",4482,"40,1",4941,"44,0",97213,le-lamentin
1 enfant,3491,"31,8",3600,"32,2",3455,"30,8",97213,le-lamentin
2 enfants,2505,"22,8",2191,"19,6",2023,"18,0",97213,le-lamentin
3 enfants,813,"7,4",672,"6,0",547,"4,9",97213,le-lamentin
4 enfants ou plus,320,"2,9",243,"2,2",266,"2,4",97213,le-lamentin
Ensemble,6747,"100,0",6683,"100,0",6482,"100,0",97222,le-robert
Aucun enfant,2393,"35,5",2650,"39,7",3106,"47,9",97222,le-robert
1 enfant,2081,"30,8",2079,"31,1",1766,"27,2",97222,le-robert
2 enfants,1468,"21,8",1347,"20,2",1150,"17,7",97222,le-robert
3 enfants,561,"8,3",439,"6,6",315,"4,9",97222,le-robert
4 enfants ou plus,244,"3,6",167,"2,5",145,"2,2",97222,le-robert
Ensemble,13504,"100,0",14110,"100,0",15939,"100,0",97302,cayenne
Aucun enfant,3534,"26,2",3966,"28,1",4409,"27,7",97302,cayenne
1 enfant,3956,"29,3",4221,"29,9",5246,"32,9",97302,cayenne
2 enfants,3090,"22,9",3081,"21,8",3447,"21,6",97302,cayenne
3 enfants,1571,"11,6",1614,"11,4",1711,"10,7",97302,cayenne
4 enfants ou plus,1353,"10,0",1228,"8,7",1126,"7,1",97302,cayenne
Ensemble,5720,"100,0",6022,"100,0",6317,"100,0",97304,kourou
Aucun enfant,1217,"21,3",1341,"22,3",1593,"25,2",97304,kourou
1 enfant,1573,"27,5",1700,"28,2",1912,"30,3",97304,kourou
2 enfants,1336,"23,4",1308,"21,7",1345,"21,3",97304,kourou
3 enfants,746,"13,0",785,"13,0",713,"11,3",97304,kourou
4 enfants ou plus,848,"14,8",888,"14,7",753,"11,9",97304,kourou
Ensemble,6883,"100,0",7931,"100,0",8889,"100,0",97307,matoury
Aucun enfant,1480,"21,5",1849,"23,3",2418,"27,2",97307,matoury
1 enfant,1927,"28,0",2322,"29,3",2574,"29,0",97307,matoury
2 enfants,1601,"23,3",1768,"22,3",2001,"22,5",97307,matoury
3 enfants,987,"14,3",1075,"13,6",1033,"11,6",97307,matoury
4 enfants ou plus,887,"12,9",917,"11,6",862,"9,7",97307,matoury
Ensemble,5021,"100,0",6150,"100,0",7589,"100,0",97309,remire-montjoly
Aucun enfant,1553,"30,9",2050,"33,3",2415,"31,8",97309,remire-montjoly
1 enfant,1530,"30,5",1781,"29,0",2284,"30,1",97309,remire-montjoly
2 enfants,1135,"22,6",1435,"23,3",1733,"22,8",97309,remire-montjoly
3 enfants,550,"11,0",595,"9,7",751,"9,9",97309,remire-montjoly
4 enfants ou plus,252,"5,0",289,"4,7",406,"5,4",97309,remire-montjoly
Ensemble,6542,"100,0",7698,"100,0",9536,"100,0",97311,saint-laurent-du-maroni
Aucun enfant,891,"13,6",1037,"13,5",1548,"16,2",97311,saint-laurent-du-maroni
1 enfant,1370,"20,9",1474,"19,1",2321,"24,3",97311,saint-laurent-du-maroni
2 enfants,1214,"18,6",1501,"19,5",1826,"19,1",97311,saint-laurent-du-maroni
3 enfants,937,"14,3",1124,"14,6",1279,"13,4",97311,saint-laurent-du-maroni
4 enfants ou plus,2130,"32,6",2563,"33,3",2562,"26,9",97311,saint-laurent-du-maroni
Ensemble,9534,"100,0",8961,"100,0",8898,"100,0",97407,le-port
Aucun enfant,2453,"25,7",2674,"29,8",3128,"35,2",97407,le-port
1 enfant,2531,"26,5",2539,"28,3",2404,"27,0",97407,le-port
2 enfants,2419,"25,4",1969,"22,0",1996,"22,4",97407,le-port
3 enfants,1137,"11,9",1001,"11,2",862,"9,7",97407,le-port
4 enfants ou plus,995,"10,4",778,"8,7",508,"5,7",97407,le-port
Ensemble,8423,"100,0",9251,"100,0",9591,"100,0",97408,la-possession
Aucun enfant,2376,"28,2",2914,"31,5",3425,"35,7",97408,la-possession
1 enfant,2589,"30,7",2699,"29,2",2901,"30,2",97408,la-possession
2 enfants,2234,"26,5",2402,"26,0",2141,"22,3",97408,la-possession
3 enfants,882,"10,5",882,"9,5",725,"7,6",97408,la-possession
4 enfants ou plus,342,"4,1",354,"3,8",400,"4,2",97408,la-possession
Ensemble,14225,"100,0",15014,"100,0",16493,"100,0",97409,saint-andre
Aucun enfant,3677,"25,8",4274,"28,5",5172,"31,4",97409,saint-andre
1 enfant,3861,"27,1",4311,"28,7",4916,"29,8",97409,saint-andre
2 enfants,3899,"27,4",3984,"26,5",3775,"22,9",97409,saint-andre
3 enfants,1716,"12,1",1594,"10,6",1494,"9,1",97409,saint-andre
4 enfants ou plus,1073,"7,5",850,"5,7",1136,"6,9",97409,saint-andre
Ensemble,9261,"100,0",10208,"100,0",9625,"100,0",97410,saint-benoit
Aucun enfant,2530,"27,3",3114,"30,5",3623,"37,6",97410,saint-benoit
1 enfant,2448,"26,4",2739,"26,8",2428,"25,2",97410,saint-benoit
2 enfants,2375,"25,6",2488,"24,4",1931,"20,1",97410,saint-benoit
3 enfants,1234,"13,3",1277,"12,5",919,"9,5",97410,saint-benoit
4 enfants ou plus,675,"7,3",590,"5,8",723,"7,5",97410,saint-benoit
Ensemble,38228,"100,0",38588,"100,0",40288,"100,0",97411,saint-denis
Aucun enfant,13254,"34,7",14338,"37,2",15728,"39,0",97411,saint-denis
1 enfant,10836,"28,3",11000,"28,5",11329,"28,1",97411,saint-denis
2 enfants,8847,"23,1",8358,"21,7",8101,"20,1",97411,saint-denis
3 enfants,3418,"8,9",3224,"8,4",3149,"7,8",97411,saint-denis
4 enfants ou plus,1873,"4,9",1668,"4,3",1981,"4,9",97411,saint-denis
Ensemble,10135,"100,0",10596,"100,0",11314,"100,0",97412,saint-joseph
Aucun enfant,3348,"33,0",3726,"35,2",4426,"39,1",97412,saint-joseph
1 enfant,2902,"28,6",3146,"29,7",3234,"28,6",97412,saint-joseph
2 enfants,2600,"25,7",2491,"23,5",2465,"21,8",97412,saint-joseph
3 enfants,873,"8,6",895,"8,4",810,"7,2",97412,saint-joseph
4 enfants ou plus,412,"4,1",337,"3,2",379,"3,3",97412,saint-joseph
Ensemble,8358,"100,0",9283,"100,0",9704,"100,0",97413,saint-leu
Aucun enfant,2579,"30,9",3166,"34,1",3685,"38,0",97413,saint-leu
1 enfant,2270,"27,2",2656,"28,6",2832,"29,2",97413,saint-leu
2 enfants,2237,"26,8",2335,"25,1",2187,"22,5",97413,saint-leu
3 enfants,871,"10,4",784,"8,4",718,"7,4",97413,saint-leu
4 enfants ou plus,400,"4,8",344,"3,7",282,"2,9",97413,saint-leu
Ensemble,13864,"100,0",14523,"100,0",15326,"100,0",97414,saint-louis
Aucun enfant,3795,"27,4",4469,"30,8",5235,"34,2",97414,saint-louis
1 enfant,3885,"28,0",3976,"27,4",4498,"29,4",97414,saint-louis
2 enfants,3545,"25,6",3668,"25,3",3479,"22,7",97414,saint-louis
3 enfants,1678,"12,1",1487,"10,2",1349,"8,8",97414,saint-louis
4 enfants ou plus,960,"6,9",922,"6,3",765,"5,0",97414,saint-louis
Ensemble,27657,"100,0",28991,"100,0",30066,"100,0",97415,saint-paul
Aucun enfant,8789,"31,8",10164,"35,1",12052,"40,1",97415,saint-paul
1 enfant,7566,"27,4",8162,"28,2",8491,"28,2",97415,saint-paul
2 enfants,7280,"26,3",7018,"24,2",6652,"22,1",97415,saint-paul
3 enfants,2803,"10,1",2603,"9,0",2059,"6,8",97415,saint-paul
4 enfants ou plus,1220,"4,4",1044,"3,6",812,"2,7",97415,saint-paul
Ensemble,21100,"100,0",22586,"100,0",22887,"100,0",97416,saint-pierre
Aucun enfant,6582,"31,2",7667,"33,9",8855,"38,7",97416,saint-pierre
1 enfant,6130,"29,1",6595,"29,2",6406,"28,0",97416,saint-pierre
2 enfants,5117,"24,2",5388,"23,9",5099,"22,3",97416,saint-pierre
3 enfants,2249,"10,7",2003,"8,9",1688,"7,4",97416,saint-pierre
4 enfants ou plus,1022,"4,8",933,"4,1",839,"3,7",97416,saint-pierre
Ensemble,8107,"100,0",9206,"100,0",9750,"100,0",97418,sainte-marie
Aucun enfant,2247,"27,7",3036,"33,0",3560,"36,5",97418,sainte-marie
1 enfant,2318,"28,6",2689,"29,2",2768,"28,4",97418,sainte-marie
2 enfants,2262,"27,9",2299,"25,0",2292,"23,5",97418,sainte-marie
