12929,18170,18370,19864,19957,21361,21724,20620,91345,longjumeau
37055,41344,40135,38574,37712,42258,48363,50962,91377,massy
21768,23786,22039,21677,21905,22880,23727,23800,91421,montgeron
15258,20156,20332,19401,19335,20944,21423,20785,91434,morsang-sur-orge
23343,28716,28369,28395,28965,30285,33114,34893,91477,palaiseau
23511,27249,24925,24677,24436,27463,27797,29825,91521,ris-orangis
23684,31859,30439,31286,32125,34195,35857,35846,91549,sainte-genevieve-des-bois
15268,20727,20044,20771,20375,20046,20160,21437,91570,saint-michel-sur-orge
31956,34478,32502,33295,36258,36842,36262,37371,91589,savigny-sur-orge
22577,26550,24462,25203,25652,27331,30728,31050,91657,vigneux-sur-seine
27045,32411,30224,30580,30257,32045,30831,31045,91687,viry-chatillon
18206,23162,25715,27136,27455,29050,28921,28699,91691,yerres
0,20316,28256,27197,25785,24792,24764,25253,91692,les-ulis
56638,57540,54610,57771,59855,61793,61711,63232,92002,antony
80113,75431,71077,71850,75837,82327,86512,89662,92004,asnieres-sur-seine
42006,40674,40385,36364,37252,38080,39487,43699,92007,bagneux
28934,26657,23780,24415,23885,29284,28043,29765,92009,bois-colombes
109008,103578,102582,101743,106367,114205,117931,119808,92012,boulogne-billancourt
18711,18221,18070,18499,18251,19985,20249,20810,92014,bourg-la-reine
27484,30497,28580,29197,30621,32111,33330,34898,92019,chatenay-malabry
24640,26574,24834,26411,28622,32619,37159,36777,92020,chatillon
54906,52952,48353,47227,48572,52546,52645,54491,92023,clamart
52477,47764,46895,48030,50179,58916,60435,64849,92024,clichy
80357,83390,78777,78513,76757,85398,85199,88870,92025,colombes
58118,54488,59830,65389,69694,87469,83136,81516,92026,courbevoie
23388,25630,23947,23354,23537,23351,23963,24772,92032,fontenay-aux-roses
26562,24038,20990,21754,24067,27628,29682,29932,92035,la-garenne-colombes
46074,50290,45396,44818,42513,41364,44551,49410,92036,gennevilliers
50512,47625,45835,46194,52647,64355,69093,68580,92040,issy-les-moulineaux
58941,52523,53500,47548,54700,64253,64195,68009,92044,levallois-perret
36198,34121,32553,30959,29402,30982,29897,30292,92046,malakoff
50623,52806,48450,45339,43663,45058,45317,46342,92048,meudon
44922,40304,38517,38106,37733,48597,48991,47657,92049,montrouge
90332,95032,88578,84565,84281,89185,93742,97351,92050,nanterre
70995,65983,64170,61768,59848,61754,60910,59267,92051,neuilly-sur-seine
22557,22197,21239,21257,21618,27727,28974,29228,92060,le-plessis-robinson
37946,35514,36117,42756,40780,44753,45146,43672,92062,puteaux
60804,62727,63412,66401,73469,79426,78794,78186,92063,rueil-malmaison
28158,28139,28561,28597,28157,29873,29362,29727,92064,saint-cloud
19913,19709,18317,18052,19494,19638,19355,20488,92071,sceaux
20083,21149,20208,21990,22534,22978,23332,22618,92072,sevres
40616,37537,35187,35998,39706,46723,48565,49104,92073,suresnes
25068,22464,22805,25900,25414,27002,27806,28014,92075,vanves
22715,23691,23906,23824,22349,25183,24433,25371,92078,villeneuve-la-garenne
73695,72976,67719,67557,63136,76087,83782,90071,93001,aubervilliers
61521,78137,75996,82314,80021,82120,83584,86135,93005,aulnay-sous-bois
34054,35906,32557,32600,32511,33883,35881,39366,93006,bagnolet
48487,49107,47037,46956,46936,51438,55297,58257,93007,le-blanc-mesnil
39453,43125,42723,44659,44079,47492,51716,55056,93008,bobigny
51652,48333,44301,46676,46826,53530,53439,52905,93010,bondy
16357,22422,24654,28180,28288,29750,30082,29735,93014,clichy-sous-bois
43318,37958,33537,34139,35310,38007,41733,47160,93027,la-courneuve
68467,64430,60183,60707,62263,66410,69568,71363,93029,drancy
41774,46578,50314,48762,46409,54518,54840,53489,93031,epinay-sur-seine
35780,36772,34861,36059,36715,39056,39603,40189,93032,gagny
15817,20054,20354,20118,20226,22228,22964,23469,93045,les-lilas
32063,32917,32778,35387,37288,41808,44415,46028,93046,livry-gargan
21063,23237,22926,25556,24121,25269,25725,27980,93047,montfermeil
95698,96587,93368,94754,90674,102770,106691,111455,93048,montreuil
17613,18185,16960,18195,18236,20508,21165,21415,93049,neuilly-plaisance
22543,30168,31195,31461,32754,33498,34763,37531,93050,neuilly-sur-marne
25440,26662,40585,54032,58217,62964,66213,70374,93051,noisy-le-grand
34079,37734,36880,36309,37312,39733,43390,46094,93053,noisy-le-sec
47607,42739,43553,47303,49919,54136,55180,60800,93055,pantin
19084,18638,17185,17375,18420,21746,23356,24165,93057,les-pavillons-sous-bois
19017,20819,22366,23822,25816,27883,29629,32379,93059,pierrefitte-sur-seine
24091,26260,25363,23563,23779,25771,26031,33266,93063,romainville
30705,35784,36970,37489,39105,41050,44728,45655,93064,rosny-sous-bois
99268,96132,90829,89988,85832,106785,111103,113942,93066,saint-denis
48886,43588,43606,42343,39722,47189,48431,53207,93070,saint-ouen-sur-seine
20253,34221,41809,48478,47063,49832,50480,51845,93071,sevran
32169,35545,36079,34879,32839,33829,39551,40359,93072,stains
18482,26846,29644,31385,33885,34493,35381,37271,93073,tremblay-en-france
28756,28727,27571,26863,26995,28006,29847,30332,93077,villemomble
12103,17565,23745,30303,33782,35658,36514,38725,93078,villepinte
35023,38057,36231,36119,36232,44201,44410,45046,94002,alfortville
21877,20330,20064,20334,18061,19775,21516,21557,94003,arcueil
26187,26442,23930,24266,24838,28248,30433,30592,94016,cachan
70419,80291,76176,79486,74237,75510,76508,77724,94017,champigny-sur-marne
22300,20468,20500,21872,26582,29348,30722,29445,94018,charenton-le-pont
16168,17687,16026,16223,18149,18498,19169,20326,94021,chevilly-larue
41440,38705,35476,34068,34336,40905,43846,46129,94022,choisy-le-roi
49197,59023,71693,82088,82154,89985,90739,92989,94028,creteil
38962,46475,52627,51868,50921,53145,53649,51812,94033,fontenay-sous-bois
26847,28539,25902,26959,25213,26248,27154,28780,94034,fresnes
24352,31412,29568,29746,29660,30201,30736,31392,94038,l-hay-les-roses
60455,62856,55699,53619,50972,57732,59572,64001,94041,ivry-sur-seine
17467,17608,16934,16657,17117,17802,18859,20413,94042,joinville-le-pont
20798,20061,17543,19348,23724,26046,25640,24380,94043,le-kremlin-bicetre
