Label,Value,code_insee,Ville,catégorie
Nombre de théâtres,2,01053,bourg-en-bresse,Culture
Nombre de cinémas,2,01053,bourg-en-bresse,Culture
Nombre de musées,3,01053,bourg-en-bresse,Culture
Nombre de conservatoires,1,01053,bourg-en-bresse,Culture
Nombre de piscines,4,01053,bourg-en-bresse,Sports
Nombre de gymnases,25,01053,bourg-en-bresse,Sports
Nombre de stades,14,01053,bourg-en-bresse,Sports
Nombre de lieux dédiés au tennis,5,01053,bourg-en-bresse,Sports
Nombre de centres équestres,3,01053,bourg-en-bresse,Sports
Nombre de terrains de football et/ou de rugby,17,01053,bourg-en-bresse,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",12,01053,bourg-en-bresse,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,01053,bourg-en-bresse,Sports
Nombre d'hôtel(s),9,01053,bourg-en-bresse,Hôtels
Nombre de chambres d'hôtel,417,01053,bourg-en-bresse,Hôtels
Nombre de camping(s),0,01053,bourg-en-bresse,Hôtels
Nombre d'emplacements de camping,0,01053,bourg-en-bresse,Hôtels
Hôtels non-classés,0,01053,bourg-en-bresse,Hôtels
Hôtels classés 1 étoile,0,01053,bourg-en-bresse,Hôtels
Hôtels classés 2 étoiles,1,01053,bourg-en-bresse,Hôtels
Hôtels classés 3 étoiles,7,01053,bourg-en-bresse,Hôtels
Hôtels classés 4 étoiles,1,01053,bourg-en-bresse,Hôtels
Hôtels classés 5 étoiles,0,01053,bourg-en-bresse,Hôtels
Nombre de théâtres,1,01283,oyonnax,Culture
Nombre de cinémas,2,01283,oyonnax,Culture
Nombre de musées,2,01283,oyonnax,Culture
Nombre de conservatoires,1,01283,oyonnax,Culture
Nombre de piscines,1,01283,oyonnax,Sports
Nombre de gymnases,7,01283,oyonnax,Sports
Nombre de stades,1,01283,oyonnax,Sports
Nombre de lieux dédiés au tennis,2,01283,oyonnax,Sports
Nombre de centres équestres,1,01283,oyonnax,Sports
Nombre de terrains de football et/ou de rugby,3,01283,oyonnax,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,01283,oyonnax,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,01283,oyonnax,Sports
Nombre d'hôtel(s),4,01283,oyonnax,Hôtels
Nombre de chambres d'hôtel,110,01283,oyonnax,Hôtels
Nombre de camping(s),0,01283,oyonnax,Hôtels
Nombre d'emplacements de camping,0,01283,oyonnax,Hôtels
Hôtels non-classés,2,01283,oyonnax,Hôtels
Hôtels classés 1 étoile,0,01283,oyonnax,Hôtels
Hôtels classés 2 étoiles,0,01283,oyonnax,Hôtels
Hôtels classés 3 étoiles,2,01283,oyonnax,Hôtels
Hôtels classés 4 étoiles,0,01283,oyonnax,Hôtels
Hôtels classés 5 étoiles,0,01283,oyonnax,Hôtels
Nombre de théâtres,1,02408,laon,Culture
Nombre de cinémas,1,02408,laon,Culture
Nombre de musées,2,02408,laon,Culture
Nombre de conservatoires,1,02408,laon,Culture
Nombre de piscines,2,02408,laon,Sports
Nombre de gymnases,12,02408,laon,Sports
Nombre de stades,5,02408,laon,Sports
Nombre de lieux dédiés au tennis,2,02408,laon,Sports
Nombre de centres équestres,2,02408,laon,Sports
Nombre de terrains de football et/ou de rugby,4,02408,laon,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,02408,laon,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,02408,laon,Sports
Nombre d'hôtel(s),8,02408,laon,Hôtels
Nombre de chambres d'hôtel,303,02408,laon,Hôtels
Nombre de camping(s),1,02408,laon,Hôtels
Nombre d'emplacements de camping,76,02408,laon,Hôtels
Hôtels non-classés,2,02408,laon,Hôtels
Hôtels classés 1 étoile,1,02408,laon,Hôtels
Hôtels classés 2 étoiles,0,02408,laon,Hôtels
Hôtels classés 3 étoiles,5,02408,laon,Hôtels
Hôtels classés 4 étoiles,0,02408,laon,Hôtels
Hôtels classés 5 étoiles,0,02408,laon,Hôtels
Nombre de théâtres,3,02691,saint-quentin,Culture
Nombre de cinémas,1,02691,saint-quentin,Culture
Nombre de musées,2,02691,saint-quentin,Culture
Nombre de conservatoires,1,02691,saint-quentin,Culture
Nombre de piscines,2,02691,saint-quentin,Sports
Nombre de gymnases,19,02691,saint-quentin,Sports
Nombre de stades,8,02691,saint-quentin,Sports
Nombre de lieux dédiés au tennis,2,02691,saint-quentin,Sports
Nombre de centres équestres,0,02691,saint-quentin,Sports
Nombre de terrains de football et/ou de rugby,14,02691,saint-quentin,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",5,02691,saint-quentin,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,02691,saint-quentin,Sports
Nombre d'hôtel(s),9,02691,saint-quentin,Hôtels
Nombre de chambres d'hôtel,452,02691,saint-quentin,Hôtels
Nombre de camping(s),1,02691,saint-quentin,Hôtels
Nombre d'emplacements de camping,64,02691,saint-quentin,Hôtels
Hôtels non-classés,2,02691,saint-quentin,Hôtels
Hôtels classés 1 étoile,0,02691,saint-quentin,Hôtels
Hôtels classés 2 étoiles,3,02691,saint-quentin,Hôtels
Hôtels classés 3 étoiles,3,02691,saint-quentin,Hôtels
Hôtels classés 4 étoiles,1,02691,saint-quentin,Hôtels
Hôtels classés 5 étoiles,0,02691,saint-quentin,Hôtels
Nombre de théâtres,2,02722,soissons,Culture
Nombre de cinémas,1,02722,soissons,Culture
Nombre de musées,1,02722,soissons,Culture
Nombre de conservatoires,2,02722,soissons,Culture
Nombre de piscines,0,02722,soissons,Sports
Nombre de gymnases,6,02722,soissons,Sports
Nombre de stades,5,02722,soissons,Sports
Nombre de lieux dédiés au tennis,1,02722,soissons,Sports
Nombre de centres équestres,0,02722,soissons,Sports
Nombre de terrains de football et/ou de rugby,11,02722,soissons,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",2,02722,soissons,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",2,02722,soissons,Sports
Nombre d'hôtel(s),6,02722,soissons,Hôtels
Nombre de chambres d'hôtel,273,02722,soissons,Hôtels
Nombre de camping(s),1,02722,soissons,Hôtels
Nombre d'emplacements de camping,117,02722,soissons,Hôtels
Hôtels non-classés,4,02722,soissons,Hôtels
Hôtels classés 1 étoile,0,02722,soissons,Hôtels
Hôtels classés 2 étoiles,0,02722,soissons,Hôtels
Hôtels classés 3 étoiles,1,02722,soissons,Hôtels
Hôtels classés 4 étoiles,1,02722,soissons,Hôtels
Hôtels classés 5 étoiles,0,02722,soissons,Hôtels
Nombre de théâtres,4,03185,montlucon,Culture
Nombre de cinémas,1,03185,montlucon,Culture
Nombre de musées,2,03185,montlucon,Culture
Nombre de conservatoires,1,03185,montlucon,Culture
Nombre de piscines,0,03185,montlucon,Sports
Nombre de gymnases,14,03185,montlucon,Sports
Nombre de stades,6,03185,montlucon,Sports
Nombre de lieux dédiés au tennis,5,03185,montlucon,Sports
Nombre de centres équestres,1,03185,montlucon,Sports
Nombre de terrains de football et/ou de rugby,11,03185,montlucon,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",9,03185,montlucon,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,03185,montlucon,Sports
Nombre d'hôtel(s),11,03185,montlucon,Hôtels
Nombre de chambres d'hôtel,354,03185,montlucon,Hôtels
Nombre de camping(s),0,03185,montlucon,Hôtels
Nombre d'emplacements de camping,0,03185,montlucon,Hôtels
Hôtels non-classés,5,03185,montlucon,Hôtels
Hôtels classés 1 étoile,0,03185,montlucon,Hôtels
Hôtels classés 2 étoiles,1,03185,montlucon,Hôtels
Hôtels classés 3 étoiles,3,03185,montlucon,Hôtels
Hôtels classés 4 étoiles,1,03185,montlucon,Hôtels
Hôtels classés 5 étoiles,1,03185,montlucon,Hôtels
Nombre de théâtres,2,03310,vichy,Culture
Nombre de cinémas,1,03310,vichy,Culture
Nombre de musées,1,03310,vichy,Culture
Nombre de conservatoires,0,03310,vichy,Culture
Nombre de piscines,2,03310,vichy,Sports
Nombre de gymnases,7,03310,vichy,Sports
Nombre de stades,2,03310,vichy,Sports
Nombre de lieux dédiés au tennis,0,03310,vichy,Sports
Nombre de centres équestres,1,03310,vichy,Sports
Nombre de terrains de football et/ou de rugby,5,03310,vichy,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,03310,vichy,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,03310,vichy,Sports
Nombre d'hôtel(s),23,03310,vichy,Hôtels
Nombre de chambres d'hôtel,972,03310,vichy,Hôtels
Nombre de camping(s),0,03310,vichy,Hôtels
Nombre d'emplacements de camping,0,03310,vichy,Hôtels
Hôtels non-classés,4,03310,vichy,Hôtels
Hôtels classés 1 étoile,0,03310,vichy,Hôtels
Hôtels classés 2 étoiles,7,03310,vichy,Hôtels
Hôtels classés 3 étoiles,7,03310,vichy,Hôtels
Hôtels classés 4 étoiles,4,03310,vichy,Hôtels
Hôtels classés 5 étoiles,1,03310,vichy,Hôtels
Nombre de théâtres,1,04112,manosque,Culture
Nombre de cinémas,1,04112,manosque,Culture
Nombre de musées,1,04112,manosque,Culture
Nombre de conservatoires,0,04112,manosque,Culture
Nombre de piscines,1,04112,manosque,Sports
Nombre de gymnases,5,04112,manosque,Sports
Nombre de stades,6,04112,manosque,Sports
Nombre de lieux dédiés au tennis,2,04112,manosque,Sports
Nombre de centres équestres,2,04112,manosque,Sports
Nombre de terrains de football et/ou de rugby,5,04112,manosque,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",4,04112,manosque,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,04112,manosque,Sports
Nombre d'hôtel(s),11,04112,manosque,Hôtels
Nombre de chambres d'hôtel,355,04112,manosque,Hôtels
Nombre de camping(s),1,04112,manosque,Hôtels
Nombre d'emplacements de camping,111,04112,manosque,Hôtels
Hôtels non-classés,1,04112,manosque,Hôtels
Hôtels classés 1 étoile,0,04112,manosque,Hôtels
Hôtels classés 2 étoiles,4,04112,manosque,Hôtels
Hôtels classés 3 étoiles,6,04112,manosque,Hôtels
Hôtels classés 4 étoiles,0,04112,manosque,Hôtels
Hôtels classés 5 étoiles,0,04112,manosque,Hôtels
Nombre de théâtres,1,05061,gap,Culture
Nombre de cinémas,3,05061,gap,Culture
Nombre de musées,2,05061,gap,Culture
Nombre de conservatoires,1,05061,gap,Culture
Nombre de piscines,3,05061,gap,Sports
Nombre de gymnases,15,05061,gap,Sports
Nombre de stades,6,05061,gap,Sports
Nombre de lieux dédiés au tennis,6,05061,gap,Sports
Nombre de centres équestres,3,05061,gap,Sports
Nombre de terrains de football et/ou de rugby,8,05061,gap,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",14,05061,gap,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,05061,gap,Sports
Nombre d'hôtel(s),15,05061,gap,Hôtels
Nombre de chambres d'hôtel,587,05061,gap,Hôtels
Nombre de camping(s),2,05061,gap,Hôtels
Nombre d'emplacements de camping,265,05061,gap,Hôtels
Hôtels non-classés,4,05061,gap,Hôtels
Hôtels classés 1 étoile,1,05061,gap,Hôtels
Hôtels classés 2 étoiles,3,05061,gap,Hôtels
Hôtels classés 3 étoiles,7,05061,gap,Hôtels
Hôtels classés 4 étoiles,0,05061,gap,Hôtels
Hôtels classés 5 étoiles,0,05061,gap,Hôtels
Campings classés non classés,0,05061,gap,Sports
Campings classés 1 étoile,0,05061,gap,Sports
Campings classés 2 étoiles,0,05061,gap,Sports
Campings classés 3 étoiles,1,05061,gap,Sports
Campings classés 4 étoiles,1,05061,gap,Sports
Campings classés 5 étoiles,0,05061,gap,Sports
Nombre de théâtres,1,06004,antibes,Culture
Nombre de cinémas,1,06004,antibes,Culture
Nombre de musées,3,06004,antibes,Culture
Nombre de conservatoires,0,06004,antibes,Culture
Nombre de piscines,2,06004,antibes,Sports
Nombre de gymnases,8,06004,antibes,Sports
Nombre de stades,4,06004,antibes,Sports
Nombre de lieux dédiés au tennis,5,06004,antibes,Sports
Nombre de centres équestres,0,06004,antibes,Sports
Nombre de terrains de football et/ou de rugby,9,06004,antibes,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",9,06004,antibes,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,06004,antibes,Sports
Nombre d'hôtel(s),55,06004,antibes,Hôtels
Nombre de chambres d'hôtel,2 063,06004,antibes,Hôtels
Nombre de camping(s),4,06004,antibes,Hôtels
Nombre d'emplacements de camping,247,06004,antibes,Hôtels
Hôtels non-classés,2,06004,antibes,Hôtels
Hôtels classés 1 étoile,1,06004,antibes,Hôtels
Hôtels classés 2 étoiles,7,06004,antibes,Hôtels
Hôtels classés 3 étoiles,27,06004,antibes,Hôtels
Hôtels classés 4 étoiles,13,06004,antibes,Hôtels
Hôtels classés 5 étoiles,5,06004,antibes,Hôtels
Campings classés non classés,1,06004,antibes,Sports
Campings classés 1 étoile,0,06004,antibes,Sports
Campings classés 2 étoiles,1,06004,antibes,Sports
Campings classés 3 étoiles,2,06004,antibes,Sports
Campings classés 4 étoiles,0,06004,antibes,Sports
Campings classés 5 étoiles,0,06004,antibes,Sports
Nombre de théâtres,0,06027,cagnes-sur-mer,Culture
Nombre de cinémas,2,06027,cagnes-sur-mer,Culture
Nombre de musées,3,06027,cagnes-sur-mer,Culture
Nombre de conservatoires,1,06027,cagnes-sur-mer,Culture
Nombre de piscines,1,06027,cagnes-sur-mer,Sports
Nombre de gymnases,5,06027,cagnes-sur-mer,Sports
Nombre de stades,1,06027,cagnes-sur-mer,Sports
Nombre de lieux dédiés au tennis,2,06027,cagnes-sur-mer,Sports
Nombre de centres équestres,0,06027,cagnes-sur-mer,Sports
Nombre de terrains de football et/ou de rugby,2,06027,cagnes-sur-mer,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",3,06027,cagnes-sur-mer,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,06027,cagnes-sur-mer,Sports
Nombre d'hôtel(s),12,06027,cagnes-sur-mer,Hôtels
Nombre de chambres d'hôtel,320,06027,cagnes-sur-mer,Hôtels
Nombre de camping(s),4,06027,cagnes-sur-mer,Hôtels
Nombre d'emplacements de camping,367,06027,cagnes-sur-mer,Hôtels
Hôtels non-classés,1,06027,cagnes-sur-mer,Hôtels
Hôtels classés 1 étoile,0,06027,cagnes-sur-mer,Hôtels
Hôtels classés 2 étoiles,0,06027,cagnes-sur-mer,Hôtels
Hôtels classés 3 étoiles,8,06027,cagnes-sur-mer,Hôtels
Hôtels classés 4 étoiles,3,06027,cagnes-sur-mer,Hôtels
Hôtels classés 5 étoiles,0,06027,cagnes-sur-mer,Hôtels
Campings classés non classés,0,06027,cagnes-sur-mer,Sports
Campings classés 1 étoile,0,06027,cagnes-sur-mer,Sports
Campings classés 2 étoiles,1,06027,cagnes-sur-mer,Sports
Campings classés 3 étoiles,2,06027,cagnes-sur-mer,Sports
Campings classés 4 étoiles,1,06027,cagnes-sur-mer,Sports
Campings classés 5 étoiles,0,06027,cagnes-sur-mer,Sports
Nombre de théâtres,2,06029,cannes,Culture
Nombre de cinémas,9,06029,cannes,Culture
Nombre de musées,3,06029,cannes,Culture
Nombre de conservatoires,1,06029,cannes,Culture
Nombre de piscines,3,06029,cannes,Sports
Nombre de gymnases,10,06029,cannes,Sports
Nombre de stades,4,06029,cannes,Sports
Nombre de lieux dédiés au tennis,3,06029,cannes,Sports
Nombre de centres équestres,0,06029,cannes,Sports
Nombre de terrains de football et/ou de rugby,7,06029,cannes,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",5,06029,cannes,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,06029,cannes,Sports
Nombre d'hôtel(s),95,06029,cannes,Hôtels
Nombre de chambres d'hôtel,5 588,06029,cannes,Hôtels
Nombre de camping(s),1,06029,cannes,Hôtels
Nombre d'emplacements de camping,220,06029,cannes,Hôtels
Hôtels non-classés,8,06029,cannes,Hôtels
Hôtels classés 1 étoile,1,06029,cannes,Hôtels
Hôtels classés 2 étoiles,18,06029,cannes,Hôtels
Hôtels classés 3 étoiles,27,06029,cannes,Hôtels
Hôtels classés 4 étoiles,35,06029,cannes,Hôtels
Hôtels classés 5 étoiles,6,06029,cannes,Hôtels
Nombre de théâtres,0,06030,le-cannet,Culture
Nombre de cinémas,2,06030,le-cannet,Culture
Nombre de musées,1,06030,le-cannet,Culture
Nombre de conservatoires,0,06030,le-cannet,Culture
Nombre de piscines,0,06030,le-cannet,Sports
Nombre de gymnases,2,06030,le-cannet,Sports
Nombre de stades,1,06030,le-cannet,Sports
Nombre de lieux dédiés au tennis,2,06030,le-cannet,Sports
Nombre de centres équestres,0,06030,le-cannet,Sports
Nombre de terrains de football et/ou de rugby,2,06030,le-cannet,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",1,06030,le-cannet,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,06030,le-cannet,Sports
Nombre d'hôtel(s),4,06030,le-cannet,Hôtels
Nombre de chambres d'hôtel,209,06030,le-cannet,Hôtels
Nombre de camping(s),1,06030,le-cannet,Hôtels
Nombre d'emplacements de camping,78,06030,le-cannet,Hôtels
Hôtels non-classés,1,06030,le-cannet,Hôtels
Hôtels classés 1 étoile,0,06030,le-cannet,Hôtels
Hôtels classés 2 étoiles,0,06030,le-cannet,Hôtels
Hôtels classés 3 étoiles,3,06030,le-cannet,Hôtels
Hôtels classés 4 étoiles,0,06030,le-cannet,Hôtels
Hôtels classés 5 étoiles,0,06030,le-cannet,Hôtels
Nombre de théâtres,1,06069,grasse,Culture
Nombre de cinémas,1,06069,grasse,Culture
Nombre de musées,3,06069,grasse,Culture
Nombre de conservatoires,1,06069,grasse,Culture
Nombre de piscines,2,06069,grasse,Sports
Nombre de gymnases,7,06069,grasse,Sports
Nombre de stades,3,06069,grasse,Sports
Nombre de lieux dédiés au tennis,2,06069,grasse,Sports
Nombre de centres équestres,4,06069,grasse,Sports
Nombre de terrains de football et/ou de rugby,5,06069,grasse,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",7,06069,grasse,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",3,06069,grasse,Sports
Nombre d'hôtel(s),5,06069,grasse,Hôtels
Nombre de chambres d'hôtel,132,06069,grasse,Hôtels
Nombre de camping(s),1,06069,grasse,Hôtels
Nombre d'emplacements de camping,77,06069,grasse,Hôtels
Hôtels non-classés,1,06069,grasse,Hôtels
Hôtels classés 1 étoile,0,06069,grasse,Hôtels
Hôtels classés 2 étoiles,2,06069,grasse,Hôtels
Hôtels classés 3 étoiles,0,06069,grasse,Hôtels
Hôtels classés 4 étoiles,1,06069,grasse,Hôtels
Hôtels classés 5 étoiles,1,06069,grasse,Hôtels
Nombre de théâtres,0,06079,mandelieu-la-napoule,Culture
Nombre de cinémas,1,06079,mandelieu-la-napoule,Culture
Nombre de musées,0,06079,mandelieu-la-napoule,Culture
Nombre de conservatoires,0,06079,mandelieu-la-napoule,Culture
Nombre de piscines,1,06079,mandelieu-la-napoule,Sports
Nombre de gymnases,4,06079,mandelieu-la-napoule,Sports
Nombre de stades,1,06079,mandelieu-la-napoule,Sports
Nombre de lieux dédiés au tennis,3,06079,mandelieu-la-napoule,Sports
Nombre de centres équestres,2,06079,mandelieu-la-napoule,Sports
Nombre de terrains de football et/ou de rugby,5,06079,mandelieu-la-napoule,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",1,06079,mandelieu-la-napoule,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,06079,mandelieu-la-napoule,Sports
Nombre d'hôtel(s),11,06079,mandelieu-la-napoule,Hôtels
Nombre de chambres d'hôtel,522,06079,mandelieu-la-napoule,Hôtels
Nombre de camping(s),4,06079,mandelieu-la-napoule,Hôtels
Nombre d'emplacements de camping,370,06079,mandelieu-la-napoule,Hôtels
Hôtels non-classés,4,06079,mandelieu-la-napoule,Hôtels
Hôtels classés 1 étoile,1,06079,mandelieu-la-napoule,Hôtels
Hôtels classés 2 étoiles,0,06079,mandelieu-la-napoule,Hôtels
Hôtels classés 3 étoiles,2,06079,mandelieu-la-napoule,Hôtels
Hôtels classés 4 étoiles,4,06079,mandelieu-la-napoule,Hôtels
Hôtels classés 5 étoiles,0,06079,mandelieu-la-napoule,Hôtels
Campings classés non classés,0,06079,mandelieu-la-napoule,Sports
Campings classés 1 étoile,0,06079,mandelieu-la-napoule,Sports
Campings classés 2 étoiles,1,06079,mandelieu-la-napoule,Sports
Campings classés 3 étoiles,1,06079,mandelieu-la-napoule,Sports
Campings classés 4 étoiles,2,06079,mandelieu-la-napoule,Sports
Campings classés 5 étoiles,0,06079,mandelieu-la-napoule,Sports
Nombre de théâtres,0,06083,menton,Culture
Nombre de cinémas,1,06083,menton,Culture
Nombre de musées,3,06083,menton,Culture
Nombre de conservatoires,1,06083,menton,Culture
Nombre de piscines,1,06083,menton,Sports
Nombre de gymnases,5,06083,menton,Sports
Nombre de stades,2,06083,menton,Sports
Nombre de lieux dédiés au tennis,2,06083,menton,Sports
Nombre de centres équestres,2,06083,menton,Sports
Nombre de terrains de football et/ou de rugby,4,06083,menton,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",1,06083,menton,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,06083,menton,Sports
Nombre d'hôtel(s),27,06083,menton,Hôtels
Nombre de chambres d'hôtel,1 045,06083,menton,Hôtels
Nombre de camping(s),1,06083,menton,Hôtels
Nombre d'emplacements de camping,109,06083,menton,Hôtels
Hôtels non-classés,8,06083,menton,Hôtels
Hôtels classés 1 étoile,0,06083,menton,Hôtels
Hôtels classés 2 étoiles,5,06083,menton,Hôtels
Hôtels classés 3 étoiles,10,06083,menton,Hôtels
Hôtels classés 4 étoiles,4,06083,menton,Hôtels
Hôtels classés 5 étoiles,0,06083,menton,Hôtels
Nombre de théâtres,4,06088,nice,Culture
Nombre de cinémas,8,06088,nice,Culture
Nombre de musées,16,06088,nice,Culture
Nombre de conservatoires,1,06088,nice,Culture
Nombre de piscines,12,06088,nice,Sports
Nombre de gymnases,38,06088,nice,Sports
Nombre de stades,9,06088,nice,Sports
Nombre de lieux dédiés au tennis,14,06088,nice,Sports
Nombre de centres équestres,3,06088,nice,Sports
Nombre de terrains de football et/ou de rugby,20,06088,nice,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",26,06088,nice,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,06088,nice,Sports
Nombre d'hôtel(s),161,06088,nice,Hôtels
Nombre de chambres d'hôtel,10 256,06088,nice,Hôtels
Nombre de camping(s),0,06088,nice,Hôtels
Nombre d'emplacements de camping,0,06088,nice,Hôtels
Hôtels non-classés,28,06088,nice,Hôtels
Hôtels classés 1 étoile,2,06088,nice,Hôtels
Hôtels classés 2 étoiles,18,06088,nice,Hôtels
Hôtels classés 3 étoiles,57,06088,nice,Hôtels
Hôtels classés 4 étoiles,51,06088,nice,Hôtels
Hôtels classés 5 étoiles,5,06088,nice,Hôtels
Nombre de théâtres,0,06123,saint-laurent-du-var,Culture
Nombre de cinémas,0,06123,saint-laurent-du-var,Culture
Nombre de musées,0,06123,saint-laurent-du-var,Culture
Nombre de conservatoires,0,06123,saint-laurent-du-var,Culture
Nombre de piscines,2,06123,saint-laurent-du-var,Sports
Nombre de gymnases,2,06123,saint-laurent-du-var,Sports
Nombre de stades,1,06123,saint-laurent-du-var,Sports
Nombre de lieux dédiés au tennis,3,06123,saint-laurent-du-var,Sports
Nombre de centres équestres,1,06123,saint-laurent-du-var,Sports
Nombre de terrains de football et/ou de rugby,2,06123,saint-laurent-du-var,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",3,06123,saint-laurent-du-var,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,06123,saint-laurent-du-var,Sports
Nombre d'hôtel(s),7,06123,saint-laurent-du-var,Hôtels
Nombre de chambres d'hôtel,406,06123,saint-laurent-du-var,Hôtels
Nombre de camping(s),1,06123,saint-laurent-du-var,Hôtels
Nombre d'emplacements de camping,80,06123,saint-laurent-du-var,Hôtels
Hôtels non-classés,1,06123,saint-laurent-du-var,Hôtels
Hôtels classés 1 étoile,0,06123,saint-laurent-du-var,Hôtels
Hôtels classés 2 étoiles,0,06123,saint-laurent-du-var,Hôtels
Hôtels classés 3 étoiles,4,06123,saint-laurent-du-var,Hôtels
Hôtels classés 4 étoiles,2,06123,saint-laurent-du-var,Hôtels
Hôtels classés 5 étoiles,0,06123,saint-laurent-du-var,Hôtels
Nombre de théâtres,0,06155,vallauris,Culture
Nombre de cinémas,0,06155,vallauris,Culture
Nombre de musées,2,06155,vallauris,Culture
Nombre de conservatoires,0,06155,vallauris,Culture
Nombre de piscines,1,06155,vallauris,Sports
Nombre de gymnases,2,06155,vallauris,Sports
Nombre de stades,0,06155,vallauris,Sports
Nombre de lieux dédiés au tennis,2,06155,vallauris,Sports
Nombre de centres équestres,0,06155,vallauris,Sports
Nombre de terrains de football et/ou de rugby,2,06155,vallauris,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",2,06155,vallauris,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,06155,vallauris,Sports
Nombre d'hôtel(s),5,06155,vallauris,Hôtels
Nombre de chambres d'hôtel,265,06155,vallauris,Hôtels
Nombre de camping(s),0,06155,vallauris,Hôtels
Nombre d'emplacements de camping,0,06155,vallauris,Hôtels
Hôtels non-classés,0,06155,vallauris,Hôtels
Hôtels classés 1 étoile,1,06155,vallauris,Hôtels
Hôtels classés 2 étoiles,2,06155,vallauris,Hôtels
Hôtels classés 3 étoiles,2,06155,vallauris,Hôtels
Hôtels classés 4 étoiles,0,06155,vallauris,Hôtels
Hôtels classés 5 étoiles,0,06155,vallauris,Hôtels
Nombre de théâtres,1,08105,charleville-mezieres,Culture
Nombre de cinémas,1,08105,charleville-mezieres,Culture
Nombre de musées,4,08105,charleville-mezieres,Culture
Nombre de conservatoires,1,08105,charleville-mezieres,Culture
Nombre de piscines,3,08105,charleville-mezieres,Sports
Nombre de gymnases,18,08105,charleville-mezieres,Sports
Nombre de stades,7,08105,charleville-mezieres,Sports
Nombre de lieux dédiés au tennis,0,08105,charleville-mezieres,Sports
Nombre de centres équestres,1,08105,charleville-mezieres,Sports
Nombre de terrains de football et/ou de rugby,10,08105,charleville-mezieres,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",8,08105,charleville-mezieres,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,08105,charleville-mezieres,Sports
Nombre d'hôtel(s),11,08105,charleville-mezieres,Hôtels
Nombre de chambres d'hôtel,388,08105,charleville-mezieres,Hôtels
Nombre de camping(s),1,08105,charleville-mezieres,Hôtels
Nombre d'emplacements de camping,121,08105,charleville-mezieres,Hôtels
Hôtels non-classés,7,08105,charleville-mezieres,Hôtels
Hôtels classés 1 étoile,0,08105,charleville-mezieres,Hôtels
