Label,Value,code_insee,Ville,catégorie
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,18033,bourges,Sports
Nombre d'hôtel(s),16,18033,bourges,Hôtels
Nombre de chambres d'hôtel,841,18033,bourges,Hôtels
Nombre de camping(s),1,18033,bourges,Hôtels
Nombre d'emplacements de camping,107,18033,bourges,Hôtels
Hôtels non-classés,0,18033,bourges,Hôtels
Hôtels classés 1 étoile,1,18033,bourges,Hôtels
Hôtels classés 2 étoiles,6,18033,bourges,Hôtels
Hôtels classés 3 étoiles,6,18033,bourges,Hôtels
Hôtels classés 4 étoiles,3,18033,bourges,Hôtels
Hôtels classés 5 étoiles,0,18033,bourges,Hôtels
Nombre de théâtres,1,18279,vierzon,Culture
Nombre de cinémas,1,18279,vierzon,Culture
Nombre de musées,2,18279,vierzon,Culture
Nombre de conservatoires,1,18279,vierzon,Culture
Nombre de piscines,1,18279,vierzon,Sports
Nombre de gymnases,5,18279,vierzon,Sports
Nombre de stades,8,18279,vierzon,Sports
Nombre de lieux dédiés au tennis,1,18279,vierzon,Sports
Nombre de centres équestres,3,18279,vierzon,Sports
Nombre de terrains de football et/ou de rugby,12,18279,vierzon,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",4,18279,vierzon,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,18279,vierzon,Sports
Nombre d'hôtel(s),11,18279,vierzon,Hôtels
Nombre de chambres d'hôtel,398,18279,vierzon,Hôtels
Nombre de camping(s),1,18279,vierzon,Hôtels
Nombre d'emplacements de camping,90,18279,vierzon,Hôtels
Hôtels non-classés,3,18279,vierzon,Hôtels
Hôtels classés 1 étoile,0,18279,vierzon,Hôtels
Hôtels classés 2 étoiles,2,18279,vierzon,Hôtels
Hôtels classés 3 étoiles,6,18279,vierzon,Hôtels
Hôtels classés 4 étoiles,0,18279,vierzon,Hôtels
Hôtels classés 5 étoiles,0,18279,vierzon,Hôtels
Nombre de théâtres,0,19031,brive-la-gaillarde,Culture
Nombre de cinémas,2,19031,brive-la-gaillarde,Culture
Nombre de musées,2,19031,brive-la-gaillarde,Culture
Nombre de conservatoires,1,19031,brive-la-gaillarde,Culture
Nombre de piscines,2,19031,brive-la-gaillarde,Sports
Nombre de gymnases,12,19031,brive-la-gaillarde,Sports
Nombre de stades,6,19031,brive-la-gaillarde,Sports
Nombre de lieux dédiés au tennis,7,19031,brive-la-gaillarde,Sports
Nombre de centres équestres,3,19031,brive-la-gaillarde,Sports
Nombre de terrains de football et/ou de rugby,13,19031,brive-la-gaillarde,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",11,19031,brive-la-gaillarde,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,19031,brive-la-gaillarde,Sports
Nombre d'hôtel(s),22,19031,brive-la-gaillarde,Hôtels
Nombre de chambres d'hôtel,817,19031,brive-la-gaillarde,Hôtels
Nombre de camping(s),0,19031,brive-la-gaillarde,Hôtels
Nombre d'emplacements de camping,0,19031,brive-la-gaillarde,Hôtels
Hôtels non-classés,5,19031,brive-la-gaillarde,Hôtels
Hôtels classés 1 étoile,1,19031,brive-la-gaillarde,Hôtels
Hôtels classés 2 étoiles,4,19031,brive-la-gaillarde,Hôtels
Hôtels classés 3 étoiles,10,19031,brive-la-gaillarde,Hôtels
Hôtels classés 4 étoiles,2,19031,brive-la-gaillarde,Hôtels
Hôtels classés 5 étoiles,0,19031,brive-la-gaillarde,Hôtels
Nombre de théâtres,1,21054,beaune,Culture
Nombre de cinémas,1,21054,beaune,Culture
Nombre de musées,3,21054,beaune,Culture
Nombre de conservatoires,1,21054,beaune,Culture
Nombre de piscines,1,21054,beaune,Sports
Nombre de gymnases,7,21054,beaune,Sports
Nombre de stades,3,21054,beaune,Sports
Nombre de lieux dédiés au tennis,2,21054,beaune,Sports
Nombre de centres équestres,0,21054,beaune,Sports
Nombre de terrains de football et/ou de rugby,10,21054,beaune,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,21054,beaune,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,21054,beaune,Sports
Nombre d'hôtel(s),37,21054,beaune,Hôtels
Nombre de chambres d'hôtel,1 654,21054,beaune,Hôtels
Nombre de camping(s),1,21054,beaune,Hôtels
Nombre d'emplacements de camping,117,21054,beaune,Hôtels
Hôtels non-classés,2,21054,beaune,Hôtels
Hôtels classés 1 étoile,1,21054,beaune,Hôtels
Hôtels classés 2 étoiles,5,21054,beaune,Hôtels
Hôtels classés 3 étoiles,18,21054,beaune,Hôtels
Hôtels classés 4 étoiles,8,21054,beaune,Hôtels
Hôtels classés 5 étoiles,3,21054,beaune,Hôtels
Nombre de théâtres,6,21231,dijon,Culture
Nombre de cinémas,3,21231,dijon,Culture
Nombre de musées,9,21231,dijon,Culture
Nombre de conservatoires,1,21231,dijon,Culture
Nombre de piscines,8,21231,dijon,Sports
Nombre de gymnases,46,21231,dijon,Sports
Nombre de stades,26,21231,dijon,Sports
Nombre de lieux dédiés au tennis,10,21231,dijon,Sports
Nombre de centres équestres,1,21231,dijon,Sports
Nombre de terrains de football et/ou de rugby,29,21231,dijon,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",36,21231,dijon,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",2,21231,dijon,Sports
Nombre d'hôtel(s),42,21231,dijon,Hôtels
Nombre de chambres d'hôtel,2 402,21231,dijon,Hôtels
Nombre de camping(s),1,21231,dijon,Hôtels
Nombre d'emplacements de camping,121,21231,dijon,Hôtels
Hôtels non-classés,5,21231,dijon,Hôtels
Hôtels classés 1 étoile,3,21231,dijon,Hôtels
Hôtels classés 2 étoiles,10,21231,dijon,Hôtels
Hôtels classés 3 étoiles,15,21231,dijon,Hôtels
Hôtels classés 4 étoiles,8,21231,dijon,Hôtels
Hôtels classés 5 étoiles,1,21231,dijon,Hôtels
Nombre de théâtres,1,22113,lannion,Culture
Nombre de cinémas,1,22113,lannion,Culture
Nombre de musées,1,22113,lannion,Culture
Nombre de conservatoires,1,22113,lannion,Culture
Nombre de piscines,1,22113,lannion,Sports
Nombre de gymnases,8,22113,lannion,Sports
Nombre de stades,4,22113,lannion,Sports
Nombre de lieux dédiés au tennis,2,22113,lannion,Sports
Nombre de centres équestres,1,22113,lannion,Sports
Nombre de terrains de football et/ou de rugby,6,22113,lannion,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",1,22113,lannion,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,22113,lannion,Sports
Nombre d'hôtel(s),4,22113,lannion,Hôtels
Nombre de chambres d'hôtel,177,22113,lannion,Hôtels
Nombre de camping(s),3,22113,lannion,Hôtels
Nombre d'emplacements de camping,455,22113,lannion,Hôtels
Hôtels non-classés,0,22113,lannion,Hôtels
Hôtels classés 1 étoile,0,22113,lannion,Hôtels
Hôtels classés 2 étoiles,1,22113,lannion,Hôtels
Hôtels classés 3 étoiles,3,22113,lannion,Hôtels
Hôtels classés 4 étoiles,0,22113,lannion,Hôtels
Hôtels classés 5 étoiles,0,22113,lannion,Hôtels
Campings classés non classés,0,22113,lannion,Sports
Campings classés 1 étoile,1,22113,lannion,Sports
Campings classés 2 étoiles,0,22113,lannion,Sports
Campings classés 3 étoiles,1,22113,lannion,Sports
Campings classés 4 étoiles,1,22113,lannion,Sports
Campings classés 5 étoiles,0,22113,lannion,Sports
Nombre de théâtres,3,22278,saint-brieuc,Culture
Nombre de cinémas,1,22278,saint-brieuc,Culture
Nombre de musées,2,22278,saint-brieuc,Culture
Nombre de conservatoires,1,22278,saint-brieuc,Culture
Nombre de piscines,2,22278,saint-brieuc,Sports
Nombre de gymnases,28,22278,saint-brieuc,Sports
Nombre de stades,9,22278,saint-brieuc,Sports
Nombre de lieux dédiés au tennis,3,22278,saint-brieuc,Sports
Nombre de centres équestres,1,22278,saint-brieuc,Sports
Nombre de terrains de football et/ou de rugby,15,22278,saint-brieuc,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",12,22278,saint-brieuc,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,22278,saint-brieuc,Sports
Nombre d'hôtel(s),8,22278,saint-brieuc,Hôtels
Nombre de chambres d'hôtel,341,22278,saint-brieuc,Hôtels
Nombre de camping(s),1,22278,saint-brieuc,Hôtels
Nombre d'emplacements de camping,89,22278,saint-brieuc,Hôtels
Hôtels non-classés,0,22278,saint-brieuc,Hôtels
Hôtels classés 1 étoile,0,22278,saint-brieuc,Hôtels
Hôtels classés 2 étoiles,2,22278,saint-brieuc,Hôtels
Hôtels classés 3 étoiles,4,22278,saint-brieuc,Hôtels
Hôtels classés 4 étoiles,2,22278,saint-brieuc,Hôtels
Hôtels classés 5 étoiles,0,22278,saint-brieuc,Hôtels
Nombre de théâtres,3,24037,bergerac,Culture
Nombre de cinémas,1,24037,bergerac,Culture
Nombre de musées,2,24037,bergerac,Culture
Nombre de conservatoires,0,24037,bergerac,Culture
Nombre de piscines,2,24037,bergerac,Sports
Nombre de gymnases,12,24037,bergerac,Sports
Nombre de stades,10,24037,bergerac,Sports
Nombre de lieux dédiés au tennis,2,24037,bergerac,Sports
Nombre de centres équestres,2,24037,bergerac,Sports
Nombre de terrains de football et/ou de rugby,10,24037,bergerac,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,24037,bergerac,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,24037,bergerac,Sports
Nombre d'hôtel(s),10,24037,bergerac,Hôtels
Nombre de chambres d'hôtel,319,24037,bergerac,Hôtels
Nombre de camping(s),1,24037,bergerac,Hôtels
Nombre d'emplacements de camping,65,24037,bergerac,Hôtels
Hôtels non-classés,2,24037,bergerac,Hôtels
Hôtels classés 1 étoile,0,24037,bergerac,Hôtels
Hôtels classés 2 étoiles,1,24037,bergerac,Hôtels
Hôtels classés 3 étoiles,7,24037,bergerac,Hôtels
Hôtels classés 4 étoiles,0,24037,bergerac,Hôtels
Hôtels classés 5 étoiles,0,24037,bergerac,Hôtels
Nombre de théâtres,3,24322,perigueux,Culture
Nombre de cinémas,1,24322,perigueux,Culture
Nombre de musées,3,24322,perigueux,Culture
Nombre de conservatoires,1,24322,perigueux,Culture
Nombre de piscines,1,24322,perigueux,Sports
Nombre de gymnases,13,24322,perigueux,Sports
Nombre de stades,8,24322,perigueux,Sports
Nombre de lieux dédiés au tennis,3,24322,perigueux,Sports
Nombre de centres équestres,0,24322,perigueux,Sports
Nombre de terrains de football et/ou de rugby,6,24322,perigueux,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,24322,perigueux,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,24322,perigueux,Sports
Nombre d'hôtel(s),5,24322,perigueux,Hôtels
Nombre de chambres d'hôtel,275,24322,perigueux,Hôtels
Nombre de camping(s),0,24322,perigueux,Hôtels
Nombre d'emplacements de camping,0,24322,perigueux,Hôtels
Hôtels non-classés,0,24322,perigueux,Hôtels
Hôtels classés 1 étoile,0,24322,perigueux,Hôtels
Hôtels classés 2 étoiles,2,24322,perigueux,Hôtels
Hôtels classés 3 étoiles,2,24322,perigueux,Hôtels
Hôtels classés 4 étoiles,1,24322,perigueux,Hôtels
Hôtels classés 5 étoiles,0,24322,perigueux,Hôtels
Nombre de théâtres,5,25056,besancon,Culture
Nombre de cinémas,3,25056,besancon,Culture
Nombre de musées,7,25056,besancon,Culture
Nombre de conservatoires,1,25056,besancon,Culture
Nombre de piscines,7,25056,besancon,Sports
Nombre de gymnases,32,25056,besancon,Sports
Nombre de stades,18,25056,besancon,Sports
Nombre de lieux dédiés au tennis,7,25056,besancon,Sports
Nombre de centres équestres,5,25056,besancon,Sports
Nombre de terrains de football et/ou de rugby,13,25056,besancon,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",22,25056,besancon,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,25056,besancon,Sports
Nombre d'hôtel(s),24,25056,besancon,Hôtels
Nombre de chambres d'hôtel,1 286,25056,besancon,Hôtels
Nombre de camping(s),0,25056,besancon,Hôtels
Nombre d'emplacements de camping,0,25056,besancon,Hôtels
Hôtels non-classés,4,25056,besancon,Hôtels
Hôtels classés 1 étoile,0,25056,besancon,Hôtels
Hôtels classés 2 étoiles,4,25056,besancon,Hôtels
Hôtels classés 3 étoiles,13,25056,besancon,Hôtels
Hôtels classés 4 étoiles,3,25056,besancon,Hôtels
Hôtels classés 5 étoiles,0,25056,besancon,Hôtels
Nombre de théâtres,5,25388,montbeliard,Culture
Nombre de cinémas,1,25388,montbeliard,Culture
Nombre de musées,3,25388,montbeliard,Culture
Nombre de conservatoires,1,25388,montbeliard,Culture
Nombre de piscines,2,25388,montbeliard,Sports
Nombre de gymnases,14,25388,montbeliard,Sports
Nombre de stades,8,25388,montbeliard,Sports
Nombre de lieux dédiés au tennis,2,25388,montbeliard,Sports
Nombre de centres équestres,0,25388,montbeliard,Sports
Nombre de terrains de football et/ou de rugby,10,25388,montbeliard,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",11,25388,montbeliard,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,25388,montbeliard,Sports
Nombre d'hôtel(s),8,25388,montbeliard,Hôtels
Nombre de chambres d'hôtel,476,25388,montbeliard,Hôtels
Nombre de camping(s),0,25388,montbeliard,Hôtels
Nombre d'emplacements de camping,0,25388,montbeliard,Hôtels
Hôtels non-classés,1,25388,montbeliard,Hôtels
Hôtels classés 1 étoile,0,25388,montbeliard,Hôtels
Hôtels classés 2 étoiles,1,25388,montbeliard,Hôtels
Hôtels classés 3 étoiles,6,25388,montbeliard,Hôtels
Hôtels classés 4 étoiles,0,25388,montbeliard,Hôtels
Hôtels classés 5 étoiles,0,25388,montbeliard,Hôtels
Nombre de théâtres,1,26198,montelimar,Culture
Nombre de cinémas,3,26198,montelimar,Culture
Nombre de musées,1,26198,montelimar,Culture
Nombre de conservatoires,1,26198,montelimar,Culture
Nombre de piscines,1,26198,montelimar,Sports
Nombre de gymnases,13,26198,montelimar,Sports
Nombre de stades,7,26198,montelimar,Sports
Nombre de lieux dédiés au tennis,2,26198,montelimar,Sports
Nombre de centres équestres,0,26198,montelimar,Sports
Nombre de terrains de football et/ou de rugby,17,26198,montelimar,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",2,26198,montelimar,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,26198,montelimar,Sports
Nombre d'hôtel(s),9,26198,montelimar,Hôtels
Nombre de chambres d'hôtel,335,26198,montelimar,Hôtels
Nombre de camping(s),0,26198,montelimar,Hôtels
Nombre d'emplacements de camping,0,26198,montelimar,Hôtels
Hôtels non-classés,1,26198,montelimar,Hôtels
Hôtels classés 1 étoile,1,26198,montelimar,Hôtels
Hôtels classés 2 étoiles,3,26198,montelimar,Hôtels
Hôtels classés 3 étoiles,3,26198,montelimar,Hôtels
Hôtels classés 4 étoiles,1,26198,montelimar,Hôtels
Hôtels classés 5 étoiles,0,26198,montelimar,Hôtels
Nombre de théâtres,4,26281,romans-sur-isere,Culture
Nombre de cinémas,2,26281,romans-sur-isere,Culture
Nombre de musées,1,26281,romans-sur-isere,Culture
Nombre de conservatoires,1,26281,romans-sur-isere,Culture
Nombre de piscines,2,26281,romans-sur-isere,Sports
Nombre de gymnases,10,26281,romans-sur-isere,Sports
Nombre de stades,15,26281,romans-sur-isere,Sports
Nombre de lieux dédiés au tennis,1,26281,romans-sur-isere,Sports
Nombre de centres équestres,1,26281,romans-sur-isere,Sports
Nombre de terrains de football et/ou de rugby,8,26281,romans-sur-isere,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,26281,romans-sur-isere,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,26281,romans-sur-isere,Sports
Nombre d'hôtel(s),3,26281,romans-sur-isere,Hôtels
Nombre de chambres d'hôtel,69,26281,romans-sur-isere,Hôtels
Nombre de camping(s),0,26281,romans-sur-isere,Hôtels
Nombre d'emplacements de camping,0,26281,romans-sur-isere,Hôtels
Hôtels non-classés,0,26281,romans-sur-isere,Hôtels
Hôtels classés 1 étoile,0,26281,romans-sur-isere,Hôtels
Hôtels classés 2 étoiles,1,26281,romans-sur-isere,Hôtels
Hôtels classés 3 étoiles,1,26281,romans-sur-isere,Hôtels
Hôtels classés 4 étoiles,1,26281,romans-sur-isere,Hôtels
Hôtels classés 5 étoiles,0,26281,romans-sur-isere,Hôtels
Nombre de théâtres,2,26362,valence,Culture
Nombre de cinémas,3,26362,valence,Culture
Nombre de musées,1,26362,valence,Culture
Nombre de conservatoires,1,26362,valence,Culture
Nombre de piscines,2,26362,valence,Sports
Nombre de gymnases,21,26362,valence,Sports
Nombre de stades,6,26362,valence,Sports
Nombre de lieux dédiés au tennis,4,26362,valence,Sports
Nombre de centres équestres,0,26362,valence,Sports
Nombre de terrains de football et/ou de rugby,12,26362,valence,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",17,26362,valence,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,26362,valence,Sports
Nombre d'hôtel(s),20,26362,valence,Hôtels
Nombre de chambres d'hôtel,1 054,26362,valence,Hôtels
Nombre de camping(s),0,26362,valence,Hôtels
Nombre d'emplacements de camping,0,26362,valence,Hôtels
Hôtels non-classés,2,26362,valence,Hôtels
Hôtels classés 1 étoile,0,26362,valence,Hôtels
Hôtels classés 2 étoiles,6,26362,valence,Hôtels
Hôtels classés 3 étoiles,5,26362,valence,Hôtels
Hôtels classés 4 étoiles,6,26362,valence,Hôtels
Hôtels classés 5 étoiles,1,26362,valence,Hôtels
Nombre de théâtres,3,27229,evreux,Culture
Nombre de cinémas,1,27229,evreux,Culture
Nombre de musées,2,27229,evreux,Culture
Nombre de conservatoires,1,27229,evreux,Culture
Nombre de piscines,3,27229,evreux,Sports
Nombre de gymnases,24,27229,evreux,Sports
Nombre de stades,12,27229,evreux,Sports
Nombre de lieux dédiés au tennis,5,27229,evreux,Sports
Nombre de centres équestres,1,27229,evreux,Sports
Nombre de terrains de football et/ou de rugby,22,27229,evreux,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",17,27229,evreux,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,27229,evreux,Sports
Nombre d'hôtel(s),13,27229,evreux,Hôtels
Nombre de chambres d'hôtel,627,27229,evreux,Hôtels
Nombre de camping(s),0,27229,evreux,Hôtels
Nombre d'emplacements de camping,0,27229,evreux,Hôtels
Hôtels non-classés,4,27229,evreux,Hôtels
Hôtels classés 1 étoile,0,27229,evreux,Hôtels
Hôtels classés 2 étoiles,3,27229,evreux,Hôtels
Hôtels classés 3 étoiles,5,27229,evreux,Hôtels
Hôtels classés 4 étoiles,1,27229,evreux,Hôtels
Hôtels classés 5 étoiles,0,27229,evreux,Hôtels
Nombre de théâtres,1,27681,vernon,Culture
Nombre de cinémas,1,27681,vernon,Culture
Nombre de musées,1,27681,vernon,Culture
Nombre de conservatoires,1,27681,vernon,Culture
Nombre de piscines,0,27681,vernon,Sports
Nombre de gymnases,8,27681,vernon,Sports
Nombre de stades,4,27681,vernon,Sports
Nombre de lieux dédiés au tennis,1,27681,vernon,Sports
Nombre de centres équestres,0,27681,vernon,Sports
Nombre de terrains de football et/ou de rugby,4,27681,vernon,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",4,27681,vernon,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,27681,vernon,Sports
Nombre d'hôtel(s),1,27681,vernon,Hôtels
Nombre de chambres d'hôtel,50,27681,vernon,Hôtels
Nombre de camping(s),0,27681,vernon,Hôtels
Nombre d'emplacements de camping,0,27681,vernon,Hôtels
Nombre de théâtres,3,28085,chartres,Culture
Nombre de cinémas,1,28085,chartres,Culture
Nombre de musées,2,28085,chartres,Culture
Nombre de conservatoires,1,28085,chartres,Culture
Nombre de piscines,1,28085,chartres,Sports
Nombre de gymnases,10,28085,chartres,Sports
Nombre de stades,5,28085,chartres,Sports
Nombre de lieux dédiés au tennis,3,28085,chartres,Sports
Nombre de centres équestres,1,28085,chartres,Sports
Nombre de terrains de football et/ou de rugby,8,28085,chartres,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,28085,chartres,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,28085,chartres,Sports
Nombre d'hôtel(s),17,28085,chartres,Hôtels
Nombre de chambres d'hôtel,893,28085,chartres,Hôtels
Nombre de camping(s),0,28085,chartres,Hôtels
Nombre d'emplacements de camping,0,28085,chartres,Hôtels
Hôtels non-classés,1,28085,chartres,Hôtels
Hôtels classés 1 étoile,0,28085,chartres,Hôtels
Hôtels classés 2 étoiles,4,28085,chartres,Hôtels
Hôtels classés 3 étoiles,6,28085,chartres,Hôtels
Hôtels classés 4 étoiles,6,28085,chartres,Hôtels
Hôtels classés 5 étoiles,0,28085,chartres,Hôtels
Nombre de théâtres,1,28134,dreux,Culture
Nombre de cinémas,1,28134,dreux,Culture
Nombre de musées,2,28134,dreux,Culture
Nombre de conservatoires,1,28134,dreux,Culture
Nombre de piscines,2,28134,dreux,Sports
Nombre de gymnases,18,28134,dreux,Sports
Nombre de stades,10,28134,dreux,Sports
Nombre de lieux dédiés au tennis,2,28134,dreux,Sports
Nombre de centres équestres,0,28134,dreux,Sports
Nombre de terrains de football et/ou de rugby,16,28134,dreux,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",6,28134,dreux,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,28134,dreux,Sports
Nombre d'hôtel(s),9,28134,dreux,Hôtels
Nombre de chambres d'hôtel,416,28134,dreux,Hôtels
Nombre de camping(s),0,28134,dreux,Hôtels
Nombre d'emplacements de camping,0,28134,dreux,Hôtels
Hôtels non-classés,2,28134,dreux,Hôtels
Hôtels classés 1 étoile,0,28134,dreux,Hôtels
Hôtels classés 2 étoiles,2,28134,dreux,Hôtels
Hôtels classés 3 étoiles,5,28134,dreux,Hôtels
Hôtels classés 4 étoiles,0,28134,dreux,Hôtels
Hôtels classés 5 étoiles,0,28134,dreux,Hôtels
Nombre de théâtres,4,29019,brest,Culture
Nombre de cinémas,3,29019,brest,Culture
Nombre de musées,3,29019,brest,Culture
Nombre de conservatoires,1,29019,brest,Culture
Nombre de piscines,8,29019,brest,Sports
Nombre de gymnases,49,29019,brest,Sports
Nombre de stades,30,29019,brest,Sports
Nombre de lieux dédiés au tennis,9,29019,brest,Sports
Nombre de centres équestres,2,29019,brest,Sports
Nombre de terrains de football et/ou de rugby,29,29019,brest,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",35,29019,brest,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",3,29019,brest,Sports
Nombre d'hôtel(s),28,29019,brest,Hôtels
Nombre de chambres d'hôtel,1 462,29019,brest,Hôtels
Nombre de camping(s),1,29019,brest,Hôtels
Nombre d'emplacements de camping,129,29019,brest,Hôtels
Hôtels non-classés,3,29019,brest,Hôtels
Hôtels classés 1 étoile,0,29019,brest,Hôtels
Hôtels classés 2 étoiles,7,29019,brest,Hôtels
Hôtels classés 3 étoiles,11,29019,brest,Hôtels
Hôtels classés 4 étoiles,7,29019,brest,Hôtels
Hôtels classés 5 étoiles,0,29019,brest,Hôtels
Nombre de théâtres,0,29039,concarneau,Culture
Nombre de cinémas,1,29039,concarneau,Culture
Nombre de musées,1,29039,concarneau,Culture
Nombre de conservatoires,0,29039,concarneau,Culture
Nombre de piscines,2,29039,concarneau,Sports
Nombre de gymnases,3,29039,concarneau,Sports
Nombre de stades,4,29039,concarneau,Sports
Nombre de lieux dédiés au tennis,2,29039,concarneau,Sports
Nombre de centres équestres,2,29039,concarneau,Sports
Nombre de terrains de football et/ou de rugby,8,29039,concarneau,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",2,29039,concarneau,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",0,29039,concarneau,Sports
Nombre d'hôtel(s),11,29039,concarneau,Hôtels
Nombre de chambres d'hôtel,301,29039,concarneau,Hôtels
Nombre de camping(s),5,29039,concarneau,Hôtels
Nombre d'emplacements de camping,778,29039,concarneau,Hôtels
Hôtels non-classés,2,29039,concarneau,Hôtels
Hôtels classés 1 étoile,0,29039,concarneau,Hôtels
Hôtels classés 2 étoiles,4,29039,concarneau,Hôtels
Hôtels classés 3 étoiles,4,29039,concarneau,Hôtels
Hôtels classés 4 étoiles,1,29039,concarneau,Hôtels
Hôtels classés 5 étoiles,0,29039,concarneau,Hôtels
Campings classés non classés,0,29039,concarneau,Sports
Campings classés 1 étoile,0,29039,concarneau,Sports
Campings classés 2 étoiles,2,29039,concarneau,Sports
Campings classés 3 étoiles,1,29039,concarneau,Sports
Campings classés 4 étoiles,1,29039,concarneau,Sports
Campings classés 5 étoiles,1,29039,concarneau,Sports
Nombre de théâtres,2,29232,quimper,Culture
Nombre de cinémas,2,29232,quimper,Culture
Nombre de musées,3,29232,quimper,Culture
Nombre de conservatoires,1,29232,quimper,Culture
Nombre de piscines,2,29232,quimper,Sports
Nombre de gymnases,17,29232,quimper,Sports
Nombre de stades,13,29232,quimper,Sports
Nombre de lieux dédiés au tennis,3,29232,quimper,Sports
Nombre de centres équestres,2,29232,quimper,Sports
Nombre de terrains de football et/ou de rugby,12,29232,quimper,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",14,29232,quimper,Sports
"Nombre de parcours de golf (parcours 9 ou 18 trous, parcours d'initiation, practice)",1,29232,quimper,Sports
Nombre d'hôtel(s),18,29232,quimper,Hôtels
Nombre de chambres d'hôtel,835,29232,quimper,Hôtels
Nombre de camping(s),2,29232,quimper,Hôtels
Nombre d'emplacements de camping,327,29232,quimper,Hôtels
Hôtels non-classés,3,29232,quimper,Hôtels
Hôtels classés 1 étoile,1,29232,quimper,Hôtels
Hôtels classés 2 étoiles,3,29232,quimper,Hôtels
Hôtels classés 3 étoiles,6,29232,quimper,Hôtels
Hôtels classés 4 étoiles,5,29232,quimper,Hôtels
Hôtels classés 5 étoiles,0,29232,quimper,Hôtels
Campings classés non classés,1,29232,quimper,Sports
Campings classés 1 étoile,0,29232,quimper,Sports
Campings classés 2 étoiles,0,29232,quimper,Sports
Campings classés 3 étoiles,0,29232,quimper,Sports
Campings classés 4 étoiles,0,29232,quimper,Sports
Campings classés 5 étoiles,1,29232,quimper,Sports
Nombre de théâtres,1,2A004,ajaccio,Culture
Nombre de cinémas,4,2A004,ajaccio,Culture
Nombre de musées,7,2A004,ajaccio,Culture
Nombre de conservatoires,1,2A004,ajaccio,Culture
Nombre de piscines,2,2A004,ajaccio,Sports
Nombre de gymnases,7,2A004,ajaccio,Sports
Nombre de stades,4,2A004,ajaccio,Sports
Nombre de lieux dédiés au tennis,2,2A004,ajaccio,Sports
Nombre de centres équestres,1,2A004,ajaccio,Sports
Nombre de terrains de football et/ou de rugby,12,2A004,ajaccio,Sports
"Nombre de terrains de basket-ball, handball, volley-ball, et/ou badminton",16,2A004,ajaccio,Sports
