"","Statut","%","code_insee","Ville"
"2529","En concubinage ou union libre","10,6","94058","le-perreux-sur-marne"
"2530","Veuf, veuve","5,6","94058","le-perreux-sur-marne"
"2531","Divorcé(e)","7,2","94058","le-perreux-sur-marne"
"2532","Célibataire","27,7","94058","le-perreux-sur-marne"
"2533","Marié(e)","42,0","94059","le-plessis-trevise"
"2534","Pacsé(e)","4,4","94059","le-plessis-trevise"
"2535","En concubinage ou union libre","12,2","94059","le-plessis-trevise"
"2536","Veuf, veuve","6,0","94059","le-plessis-trevise"
"2537","Divorcé(e)","7,5","94059","le-plessis-trevise"
"2538","Célibataire","27,9","94059","le-plessis-trevise"
"2539","Marié(e)","41,3","94067","saint-mande"
"2540","Pacsé(e)","6,3","94067","saint-mande"
"2541","En concubinage ou union libre","9,4","94067","saint-mande"
"2542","Veuf, veuve","6,0","94067","saint-mande"
"2543","Divorcé(e)","7,0","94067","saint-mande"
"2544","Célibataire","30,0","94067","saint-mande"
"2545","Marié(e)","42,6","94068","saint-maur-des-fosses"
"2546","Pacsé(e)","5,8","94068","saint-maur-des-fosses"
"2547","En concubinage ou union libre","8,8","94068","saint-maur-des-fosses"
"2548","Veuf, veuve","6,3","94068","saint-maur-des-fosses"
"2549","Divorcé(e)","7,2","94068","saint-maur-des-fosses"
"2550","Célibataire","29,4","94068","saint-maur-des-fosses"
"2551","Marié(e)","46,9","94071","sucy-en-brie"
"2552","Pacsé(e)","4,6","94071","sucy-en-brie"
"2553","En concubinage ou union libre","9,0","94071","sucy-en-brie"
"2554","Veuf, veuve","6,1","94071","sucy-en-brie"
"2555","Divorcé(e)","6,5","94071","sucy-en-brie"
"2556","Célibataire","26,8","94071","sucy-en-brie"
"2557","Marié(e)","41,8","94073","thiais"
"2558","Pacsé(e)","3,9","94073","thiais"
"2559","En concubinage ou union libre","10,6","94073","thiais"
"2560","Veuf, veuve","4,5","94073","thiais"
"2561","Divorcé(e)","6,7","94073","thiais"
"2562","Célibataire","32,4","94073","thiais"
"2563","Marié(e)","35,0","94076","villejuif"
"2564","Pacsé(e)","3,9","94076","villejuif"
"2565","En concubinage ou union libre","9,4","94076","villejuif"
"2566","Veuf, veuve","5,2","94076","villejuif"
"2567","Divorcé(e)","5,9","94076","villejuif"
"2568","Célibataire","40,6","94076","villejuif"
"2569","Marié(e)","46,8","94077","villeneuve-le-roi"
"2570","Pacsé(e)","3,3","94077","villeneuve-le-roi"
"2571","En concubinage ou union libre","10,3","94077","villeneuve-le-roi"
"2572","Veuf, veuve","6,3","94077","villeneuve-le-roi"
"2573","Divorcé(e)","5,1","94077","villeneuve-le-roi"
"2574","Célibataire","28,3","94077","villeneuve-le-roi"
"2575","Marié(e)","42,5","94078","villeneuve-saint-georges"
"2576","Pacsé(e)","1,7","94078","villeneuve-saint-georges"
"2577","En concubinage ou union libre","9,1","94078","villeneuve-saint-georges"
"2578","Veuf, veuve","4,3","94078","villeneuve-saint-georges"
"2579","Divorcé(e)","5,3","94078","villeneuve-saint-georges"
"2580","Célibataire","37,1","94078","villeneuve-saint-georges"
"2581","Marié(e)","41,3","94079","villiers-sur-marne"
"2582","Pacsé(e)","4,4","94079","villiers-sur-marne"
"2583","En concubinage ou union libre","10,1","94079","villiers-sur-marne"
"2584","Veuf, veuve","4,8","94079","villiers-sur-marne"
"2585","Divorcé(e)","5,9","94079","villiers-sur-marne"
"2586","Célibataire","33,5","94079","villiers-sur-marne"
"2587","Marié(e)","35,7","94080","vincennes"
"2588","Pacsé(e)","7,9","94080","vincennes"
"2589","En concubinage ou union libre","12,4","94080","vincennes"
"2590","Veuf, veuve","4,4","94080","vincennes"
"2591","Divorcé(e)","6,4","94080","vincennes"
"2592","Célibataire","33,2","94080","vincennes"
"2593","Marié(e)","40,9","94081","vitry-sur-seine"
"2594","Pacsé(e)","2,6","94081","vitry-sur-seine"
"2595","En concubinage ou union libre","9,2","94081","vitry-sur-seine"
"2596","Veuf, veuve","5,3","94081","vitry-sur-seine"
"2597","Divorcé(e)","5,5","94081","vitry-sur-seine"
"2598","Célibataire","36,4","94081","vitry-sur-seine"
"2599","Marié(e)","45,4","95018","argenteuil"
"2600","Pacsé(e)","2,7","95018","argenteuil"
"2601","En concubinage ou union libre","8,3","95018","argenteuil"
"2602","Veuf, veuve","4,7","95018","argenteuil"
"2603","Divorcé(e)","5,8","95018","argenteuil"
"2604","Célibataire","33,0","95018","argenteuil"
"2605","Marié(e)","43,8","95063","bezons"
"2606","Pacsé(e)","2,9","95063","bezons"
"2607","En concubinage ou union libre","10,2","95063","bezons"
"2608","Veuf, veuve","4,8","95063","bezons"
"2609","Divorcé(e)","6,3","95063","bezons"
"2610","Célibataire","32,0","95063","bezons"
"2611","Marié(e)","37,5","95127","cergy"
"2612","Pacsé(e)","3,4","95127","cergy"
"2613","En concubinage ou union libre","11,0","95127","cergy"
"2614","Veuf, veuve","2,9","95127","cergy"
"2615","Divorcé(e)","5,9","95127","cergy"
"2616","Célibataire","39,3","95127","cergy"
"2617","Marié(e)","46,0","95176","cormeilles-en-parisis"
"2618","Pacsé(e)","6,5","95176","cormeilles-en-parisis"
"2619","En concubinage ou union libre","10,5","95176","cormeilles-en-parisis"
"2620","Veuf, veuve","5,3","95176","cormeilles-en-parisis"
"2621","Divorcé(e)","5,1","95176","cormeilles-en-parisis"
"2622","Célibataire","26,6","95176","cormeilles-en-parisis"
"2623","Marié(e)","43,6","95197","deuil-la-barre"
"2624","Pacsé(e)","5,2","95197","deuil-la-barre"
"2625","En concubinage ou union libre","9,8","95197","deuil-la-barre"
"2626","Veuf, veuve","5,3","95197","deuil-la-barre"
"2627","Divorcé(e)","5,6","95197","deuil-la-barre"
"2628","Célibataire","30,5","95197","deuil-la-barre"
"2629","Marié(e)","43,6","95203","eaubonne"
"2630","Pacsé(e)","6,1","95203","eaubonne"
"2631","En concubinage ou union libre","10,1","95203","eaubonne"
"2632","Veuf, veuve","6,6","95203","eaubonne"
"2633","Divorcé(e)","5,6","95203","eaubonne"
"2634","Célibataire","28,0","95203","eaubonne"
"2635","Marié(e)","41,6","95219","ermont"
"2636","Pacsé(e)","4,9","95219","ermont"
"2637","En concubinage ou union libre","10,8","95219","ermont"
"2638","Veuf, veuve","6,6","95219","ermont"
"2639","Divorcé(e)","6,8","95219","ermont"
"2640","Célibataire","29,4","95219","ermont"
"2641","Marié(e)","42,7","95252","franconville"
"2642","Pacsé(e)","4,5","95252","franconville"
"2643","En concubinage ou union libre","11,6","95252","franconville"
"2644","Veuf, veuve","5,1","95252","franconville"
"2645","Divorcé(e)","6,5","95252","franconville"
"2646","Célibataire","29,6","95252","franconville"
"2647","Marié(e)","47,8","95268","garges-les-gonesse"
"2648","Pacsé(e)","0,8","95268","garges-les-gonesse"
"2649","En concubinage ou union libre","5,8","95268","garges-les-gonesse"
"2650","Veuf, veuve","4,1","95268","garges-les-gonesse"
"2651","Divorcé(e)","4,3","95268","garges-les-gonesse"
"2652","Célibataire","37,2","95268","garges-les-gonesse"
"2653","Marié(e)","44,7","95277","gonesse"
"2654","Pacsé(e)","1,7","95277","gonesse"
"2655","En concubinage ou union libre","7,0","95277","gonesse"
"2656","Veuf, veuve","5,7","95277","gonesse"
"2657","Divorcé(e)","4,9","95277","gonesse"
"2658","Célibataire","36,0","95277","gonesse"
"2659","Marié(e)","48,9","95280","goussainville"
"2660","Pacsé(e)","1,2","95280","goussainville"
"2661","En concubinage ou union libre","6,3","95280","goussainville"
"2662","Veuf, veuve","5,0","95280","goussainville"
"2663","Divorcé(e)","4,4","95280","goussainville"
"2664","Célibataire","34,2","95280","goussainville"
"2665","Marié(e)","45,2","95306","herblay-sur-seine"
"2666","Pacsé(e)","5,7","95306","herblay-sur-seine"
"2667","En concubinage ou union libre","10,6","95306","herblay-sur-seine"
"2668","Veuf, veuve","4,4","95306","herblay-sur-seine"
"2669","Divorcé(e)","5,6","95306","herblay-sur-seine"
"2670","Célibataire","28,5","95306","herblay-sur-seine"
"2671","Marié(e)","45,9","95424","montigny-les-cormeilles"
"2672","Pacsé(e)","3,6","95424","montigny-les-cormeilles"
"2673","En concubinage ou union libre","10,9","95424","montigny-les-cormeilles"
"2674","Veuf, veuve","4,3","95424","montigny-les-cormeilles"
"2675","Divorcé(e)","5,6","95424","montigny-les-cormeilles"
"2676","Célibataire","29,7","95424","montigny-les-cormeilles"
"2677","Marié(e)","40,8","95428","montmorency"
"2678","Pacsé(e)","4,8","95428","montmorency"
"2679","En concubinage ou union libre","11,1","95428","montmorency"
"2680","Veuf, veuve","6,4","95428","montmorency"
"2681","Divorcé(e)","6,8","95428","montmorency"
"2682","Célibataire","30,2","95428","montmorency"
"2683","Marié(e)","36,6","95500","pontoise"
"2684","Pacsé(e)","4,6","95500","pontoise"
"2685","En concubinage ou union libre","11,0","95500","pontoise"
"2686","Veuf, veuve","4,3","95500","pontoise"
"2687","Divorcé(e)","6,5","95500","pontoise"
"2688","Célibataire","37,0","95500","pontoise"
"2689","Marié(e)","42,8","95555","saint-gratien"
"2690","Pacsé(e)","4,1","95555","saint-gratien"
"2691","En concubinage ou union libre","9,2","95555","saint-gratien"
"2692","Veuf, veuve","6,4","95555","saint-gratien"
"2693","Divorcé(e)","7,0","95555","saint-gratien"
"2694","Célibataire","30,5","95555","saint-gratien"
"2695","Marié(e)","41,0","95572","saint-ouen-l-aumone"
"2696","Pacsé(e)","3,5","95572","saint-ouen-l-aumone"
"2697","En concubinage ou union libre","12,6","95572","saint-ouen-l-aumone"
"2698","Veuf, veuve","4,7","95572","saint-ouen-l-aumone"
"2699","Divorcé(e)","6,5","95572","saint-ouen-l-aumone"
"2700","Célibataire","31,7","95572","saint-ouen-l-aumone"
"2701","Marié(e)","43,6","95582","sannois"
"2702","Pacsé(e)","4,4","95582","sannois"
"2703","En concubinage ou union libre","8,9","95582","sannois"
"2704","Veuf, veuve","5,4","95582","sannois"
"2705","Divorcé(e)","6,0","95582","sannois"
"2706","Célibataire","31,7","95582","sannois"
"2707","Marié(e)","42,5","95585","sarcelles"
"2708","Pacsé(e)","0,9","95585","sarcelles"
"2709","En concubinage ou union libre","6,9","95585","sarcelles"
"2710","Veuf, veuve","5,5","95585","sarcelles"
"2711","Divorcé(e)","5,4","95585","sarcelles"
"2712","Célibataire","38,8","95585","sarcelles"
"2713","Marié(e)","43,6","95607","taverny"
"2714","Pacsé(e)","5,0","95607","taverny"
"2715","En concubinage ou union libre","9,5","95607","taverny"
"2716","Veuf, veuve","5,9","95607","taverny"
"2717","Divorcé(e)","6,3","95607","taverny"
"2718","Célibataire","29,5","95607","taverny"
"2719","Marié(e)","44,1","95680","villiers-le-bel"
"2720","Pacsé(e)","1,2","95680","villiers-le-bel"
"2721","En concubinage ou union libre","7,9","95680","villiers-le-bel"
"2722","Veuf, veuve","4,7","95680","villiers-le-bel"
"2723","Divorcé(e)","5,9","95680","villiers-le-bel"
"2724","Célibataire","36,3","95680","villiers-le-bel"
"2725","Marié(e)","25,1","97101","les-abymes"
"2726","Pacsé(e)","0,7","97101","les-abymes"
"2727","En concubinage ou union libre","7,5","97101","les-abymes"
"2728","Veuf, veuve","5,4","97101","les-abymes"
"2729","Divorcé(e)","5,6","97101","les-abymes"
"2730","Célibataire","55,7","97101","les-abymes"
"2731","Marié(e)","31,0","97103","baie-mahault"
"2732","Pacsé(e)","1,9","97103","baie-mahault"
"2733","En concubinage ou union libre","10,2","97103","baie-mahault"
"2734","Veuf, veuve","3,5","97103","baie-mahault"
"2735","Divorcé(e)","6,5","97103","baie-mahault"
"2736","Célibataire","46,9","97103","baie-mahault"
"2737","Marié(e)","32,9","97113","le-gosier"
"2738","Pacsé(e)","2,9","97113","le-gosier"
"2739","En concubinage ou union libre","10,7","97113","le-gosier"
"2740","Veuf, veuve","4,9","97113","le-gosier"
"2741","Divorcé(e)","6,0","97113","le-gosier"
"2742","Célibataire","42,6","97113","le-gosier"
"2743","Marié(e)","33,8","97117","le-moule"
"2744","Pacsé(e)","0,9","97117","le-moule"
"2745","En concubinage ou union libre","9,0","97117","le-moule"
"2746","Veuf, veuve","6,6","97117","le-moule"
"2747","Divorcé(e)","6,9","97117","le-moule"
"2748","Célibataire","42,8","97117","le-moule"
"2749","Marié(e)","36,0","97118","petit-bourg"
"2750","Pacsé(e)","2,0","97118","petit-bourg"
"2751","En concubinage ou union libre","11,2","97118","petit-bourg"
"2752","Veuf, veuve","4,9","97118","petit-bourg"
"2753","Divorcé(e)","5,8","97118","petit-bourg"
"2754","Célibataire","40,1","97118","petit-bourg"
"2755","Marié(e)","34,0","97128","sainte-anne"
"2756","Pacsé(e)","2,1","97128","sainte-anne"
"2757","En concubinage ou union libre","8,1","97128","sainte-anne"
"2758","Veuf, veuve","6,0","97128","sainte-anne"
"2759","Divorcé(e)","6,1","97128","sainte-anne"
"2760","Célibataire","43,8","97128","sainte-anne"
"2761","Marié(e)","25,6","97209","fort-de-france"
"2762","Pacsé(e)","1,2","97209","fort-de-france"
"2763","En concubinage ou union libre","7,8","97209","fort-de-france"
"2764","Veuf, veuve","5,5","97209","fort-de-france"
"2765","Divorcé(e)","6,2","97209","fort-de-france"
"2766","Célibataire","53,8","97209","fort-de-france"
"2767","Marié(e)","30,3","97213","le-lamentin"
"2768","Pacsé(e)","0,9","97213","le-lamentin"
"2769","En concubinage ou union libre","8,9","97213","le-lamentin"
"2770","Veuf, veuve","4,2","97213","le-lamentin"
"2771","Divorcé(e)","5,2","97213","le-lamentin"
"2772","Célibataire","50,5","97213","le-lamentin"
"2773","Marié(e)","33,0","97222","le-robert"
"2774","Pacsé(e)","1,1","97222","le-robert"
"2775","En concubinage ou union libre","10,4","97222","le-robert"
"2776","Veuf, veuve","4,6","97222","le-robert"
"2777","Divorcé(e)","5,1","97222","le-robert"
"2778","Célibataire","45,9","97222","le-robert"
"2779","Marié(e)","18,5","97302","cayenne"
"2780","Pacsé(e)","1,7","97302","cayenne"
"2781","En concubinage ou union libre","17,6","97302","cayenne"
"2782","Veuf, veuve","2,5","97302","cayenne"
"2783","Divorcé(e)","2,2","97302","cayenne"
"2784","Célibataire","57,6","97302","cayenne"
"2785","Marié(e)","26,6","97304","kourou"
"2786","Pacsé(e)","2,6","97304","kourou"
"2787","En concubinage ou union libre","17,9","97304","kourou"
"2788","Veuf, veuve","1,8","97304","kourou"
"2789","Divorcé(e)","2,8","97304","kourou"
"2790","Célibataire","48,2","97304","kourou"
"2791","Marié(e)","25,9","97307","matoury"
"2792","Pacsé(e)","1,8","97307","matoury"
"2793","En concubinage ou union libre","18,5","97307","matoury"
"2794","Veuf, veuve","2,1","97307","matoury"
"2795","Divorcé(e)","2,2","97307","matoury"
"2796","Célibataire","49,5","97307","matoury"
"2797","Marié(e)","31,0","97309","remire-montjoly"
"2798","Pacsé(e)","3,5","97309","remire-montjoly"
"2799","En concubinage ou union libre","17,4","97309","remire-montjoly"
"2800","Veuf, veuve","2,2","97309","remire-montjoly"
"2801","Divorcé(e)","3,7","97309","remire-montjoly"
"2802","Célibataire","42,2","97309","remire-montjoly"
"2803","Marié(e)","11,4","97311","saint-laurent-du-maroni"
"2804","Pacsé(e)","1,9","97311","saint-laurent-du-maroni"
"2805","En concubinage ou union libre","17,3","97311","saint-laurent-du-maroni"
"2806","Veuf, veuve","1,1","97311","saint-laurent-du-maroni"
"2807","Divorcé(e)","0,9","97311","saint-laurent-du-maroni"
"2808","Célibataire","67,4","97311","saint-laurent-du-maroni"
"2809","Marié(e)","27,9","97407","le-port"
"2810","Pacsé(e)","1,0","97407","le-port"
"2811","En concubinage ou union libre","9,4","97407","le-port"
"2812","Veuf, veuve","5,5","97407","le-port"
"2813","Divorcé(e)","4,3","97407","le-port"
"2814","Célibataire","51,9","97407","le-port"
"2815","Marié(e)","36,6","97408","la-possession"
"2816","Pacsé(e)","4,3","97408","la-possession"
"2817","En concubinage ou union libre","14,0","97408","la-possession"
"2818","Veuf, veuve","3,8","97408","la-possession"
"2819","Divorcé(e)","5,2","97408","la-possession"
"2820","Célibataire","36,1","97408","la-possession"
"2821","Marié(e)","33,4","97409","saint-andre"
"2822","Pacsé(e)","1,3","97409","saint-andre"
"2823","En concubinage ou union libre","13,0","97409","saint-andre"
"2824","Veuf, veuve","4,5","97409","saint-andre"
"2825","Divorcé(e)","4,1","97409","saint-andre"
"2826","Célibataire","43,7","97409","saint-andre"
"2827","Marié(e)","33,5","97410","saint-benoit"
"2828","Pacsé(e)","1,3","97410","saint-benoit"
"2829","En concubinage ou union libre","12,0","97410","saint-benoit"
"2830","Veuf, veuve","4,7","97410","saint-benoit"
"2831","Divorcé(e)","3,8","97410","saint-benoit"
"2832","Célibataire","44,7","97410","saint-benoit"
"2833","Marié(e)","30,9","97411","saint-denis"
"2834","Pacsé(e)","2,6","97411","saint-denis"
"2835","En concubinage ou union libre","11,2","97411","saint-denis"
"2836","Veuf, veuve","5,0","97411","saint-denis"
"2837","Divorcé(e)","6,6","97411","saint-denis"
"2838","Célibataire","43,7","97411","saint-denis"
"2839","Marié(e)","39,1","97412","saint-joseph"
"2840","Pacsé(e)","1,6","97412","saint-joseph"
"2841","En concubinage ou union libre","13,7","97412","saint-joseph"
"2842","Veuf, veuve","6,3","97412","saint-joseph"
"2843","Divorcé(e)","6,0","97412","saint-joseph"
"2844","Célibataire","33,3","97412","saint-joseph"
"2845","Marié(e)","34,0","97413","saint-leu"
"2846","Pacsé(e)","3,6","97413","saint-leu"
"2847","En concubinage ou union libre","14,2","97413","saint-leu"
"2848","Veuf, veuve","5,4","97413","saint-leu"
"2849","Divorcé(e)","5,4","97413","saint-leu"
"2850","Célibataire","37,4","97413","saint-leu"
"2851","Marié(e)","36,7","97414","saint-louis"
"2852","Pacsé(e)","1,6","97414","saint-louis"
"2853","En concubinage ou union libre","11,7","97414","saint-louis"
"2854","Veuf, veuve","5,1","97414","saint-louis"
"2855","Divorcé(e)","4,2","97414","saint-louis"
"2856","Célibataire","40,7","97414","saint-louis"
"2857","Marié(e)","34,5","97415","saint-paul"
"2858","Pacsé(e)","3,3","97415","saint-paul"
"2859","En concubinage ou union libre","13,9","97415","saint-paul"
"2860","Veuf, veuve","5,0","97415","saint-paul"
"2861","Divorcé(e)","4,5","97415","saint-paul"
"2862","Célibataire","38,8","97415","saint-paul"
"2863","Marié(e)","34,6","97416","saint-pierre"
"2864","Pacsé(e)","3,0","97416","saint-pierre"
"2865","En concubinage ou union libre","10,8","97416","saint-pierre"
"2866","Veuf, veuve","4,4","97416","saint-pierre"
"2867","Divorcé(e)","6,0","97416","saint-pierre"
"2868","Célibataire","41,1","97416","saint-pierre"
"2869","Marié(e)","38,3","97418","sainte-marie"
"2870","Pacsé(e)","2,8","97418","sainte-marie"
"2871","En concubinage ou union libre","13,3","97418","sainte-marie"
"2872","Veuf, veuve","4,5","97418","sainte-marie"
"2873","Divorcé(e)","4,3","97418","sainte-marie"
"2874","Célibataire","36,8","97418","sainte-marie"
"2875","Marié(e)","35,2","97420","sainte-suzanne"
"2876","Pacsé(e)","2,1","97420","sainte-suzanne"
"2877","En concubinage ou union libre","13,9","97420","sainte-suzanne"
"2878","Veuf, veuve","4,7","97420","sainte-suzanne"
"2879","Divorcé(e)","3,7","97420","sainte-suzanne"
"2880","Célibataire","40,5","97420","sainte-suzanne"
"2881","Marié(e)","37,6","97422","le-tampon"
"2882","Pacsé(e)","2,1","97422","le-tampon"
"2883","En concubinage ou union libre","13,0","97422","le-tampon"
"2884","Veuf, veuve","5,0","97422","le-tampon"
"2885","Divorcé(e)","6,9","97422","le-tampon"
"2886","Célibataire","35,3","97422","le-tampon"
